"","inoculant","supernatant","time","N","OD","median","sd","se","ci"
"314","135A","157B",0,5,0,0,0,0,0
"315","135A","157B",24,5,0.08024,0.0776,0.00736396632257373,0.0032932658562588,0.00914357186672476
"316","135A","157B",39,5,0.1444,0.1473,0.0101414989030222,0.00453541618817943,0.0125923340757056
"317","135A","157B",48,5,0.17468,0.1769,0.0074482883939869,0.00333097583299549,0.00924827154705247
"318","135A","157B",62,5,0.23022,0.232,0.00488692132124102,0.0021854976549976,0.00606791426663935
"319","135A","158",0,5,0,0,0,0,0
"320","135A","158",24,5,0.05168,0.0512,0.0141122995999943,0.00631121224488608,0.0175227343451783
"321","135A","158",39,5,0.13678,0.1409,0.00963363898015698,0.00430829432606455,0.0119617426933534
"322","135A","158",48,5,0.17838,0.1769,0.0074058760454115,0.00331200845409549,0.00919560966074713
"323","135A","158",62,5,0.22572,0.2262,0.00329195990255045,0.00147220922426128,0.00408750809452727
"324","135A","159",0,5,0,0,0,0,0
"325","135A","159",24,5,0.07864,0.0795,0.00377597669484333,0.00168866811422493,0.00468849432004341
"326","135A","159",39,5,0.14392,0.1428,0.00726993810152466,0.00325121515744498,0.00902682040983299
"327","135A","159",48,5,0.1731,0.1721,0.00258553669476957,0.00115628716156498,0.00321036782993013
"328","135A","159",62,5,0.2281,0.2291,0.00686876990442976,0.00307180728562193,0.00852870430227594
"329","135A","165A",0,5,0,0,0,0,0
"330","135A","165A",24,5,0.06482,0.0619,0.0110705465086417,0.00495089890827918,0.0137458990402208
"331","135A","165A",39,5,0.12772,0.1314,0.0119072246976363,0.00532507276945583,0.0147847722255777
"332","135A","165A",48,5,0.16554,0.1681,0.00792609613870535,0.00354465795246875,0.0098415482217323
"333","135A","165A",62,5,0.22856,0.229,0.0118045753841466,0.0052791666008945,0.0146573162685772
"334","135A","168A",0,5,0,0,0,0,0
"335","135A","168A",24,5,0.0213,0.0203,0.00807062575021293,0.00360929355968727,0.0100210054370156
"336","135A","168A",39,5,0.11224,0.1104,0.00635200755667057,0.00284070413806155,0.0078870590994361
"337","135A","168A",48,5,0.14478,0.1439,0.00770953954526469,0.00344781089968693,0.00957265769608338
"338","135A","168A",62,5,0.1903,0.1924,0.0102171424576542,0.00456924501422281,0.0126862579541883
"339","135A","170C",0,5,0,0,0,0,0
"340","135A","170C",24,5,0.04044,0.0404,0.00374072185547121,0.00167290167075056,0.00464471965523259
"341","135A","170C",39,5,0.13996,0.1384,0.0044258332548798,0.00197929280299808,0.00549539781463723
"342","135A","170C",48,5,0.1694,0.1701,0.00483580396625008,0.00216263727887966,0.0060044436872637
"343","135A","170C",62,5,0.21398,0.2155,0.00435166634750413,0.00194612435368349,0.00540330743589075
"344","135A","41",0,5,0,0,0,0,0
"345","135A","41",24,5,0.0422,0.0392,0.00536050370767524,0.0023972901368003,0.00665594446605814
"346","135A","41",39,5,0.1274,0.1247,0.00813725998109929,0.00363909329366533,0.0101037427625552
"347","135A","41",48,5,0.16426,0.1666,0.00539657298662772,0.00241342080872773,0.00670073039117461
"348","135A","41",62,5,0.20708,0.2089,0.00539740678474395,0.00241379369458121,0.0067017656882773
"349","135A","50% TY",0,5,0,0,0,0,0
"350","135A","50% TY",24,5,0.08102,0.0812,0.00778215908344207,0.00348028734445879,0.00966282676220443
"351","135A","50% TY",39,5,0.15686,0.1573,0.00376735981822815,0.00168481452985188,0.00467779505457337
"352","135A","50% TY",48,5,0.19208,0.1918,0.00424346556484201,0.00189773549263326,0.00526895841948173
"353","135A","50% TY",62,5,0.2261,0.2277,0.0160689140890105,0.00718623684552632,0.0199521921145536
"354","135A","53",0,5,0,0,0,0,0
"355","135A","53",24,5,0.06516,0.0641,0.00654278228279071,0.00292602118926026,0.00812393720862666
"356","135A","53",39,5,0.16028,0.1586,0.00537838265652417,0.00240528584579879,0.00667814411316958
"357","135A","53",48,5,0.19624,0.1954,0.00441282222619493,0.00197347409407876,0.00547924248873964
"358","135A","53",62,5,0.23556,0.2335,0.00790303739077577,0.00353434576689944,0.00981291700458449
"359","135A","57",0,5,0,0,0,0,0
"360","135A","57",24,5,0.04512,0.0427,0.0072716573076569,0.00325198400980079,0.00902895508619289
"361","135A","57",39,5,0.11866,0.1127,0.0100837988873242,0.00450961195669871,0.0125206900435176
"362","135A","57",48,5,0.14754,0.1476,0.00550935567920605,0.00246385876218585,0.0068407686001696
"363","135A","57",62,5,0.20782,0.204,0.0121836776057149,0.0054487062684641,0.0151280338487377
"364","135A","67",0,5,0,0,0,0,0
"365","135A","67",24,5,0.01326,0.0108,0.00757944589003708,0.00338963124838086,0.00941112508799253
"366","135A","67",39,5,0.10584,0.1034,0.0139775892055819,0.00625096792504969,0.0173554692982526
"367","135A","67",48,5,0.15772,0.1569,0.0102920843370039,0.00460276004154029,0.0127793105877345
"368","135A","67",62,5,0.23348,0.2332,0.00698405326440169,0.0031233635715363,0.00867184749994506
"369","135A","74",0,5,0,0,0,0,0
"370","135A","74",24,5,0.05124,0.0529,0.00524146925966374,0.00234405631331673,0.00650814367741621
"371","135A","74",39,5,0.14176,0.1427,0.00535611799720656,0.00239532878745278,0.00665049888726263
"372","135A","74",48,5,0.19346,0.1902,0.00880102266784946,0.00393593699136559,0.0109279129940439
"373","135A","74",62,5,0.26214,0.2577,0.00786721043318406,0.00351832346437902,0.00976843196117768
"374","135A","77",0,5,0,0,0,0,0
"375","135A","77",24,5,0.05174,0.0491,0.00988296514210184,0.00441979637540011,0.0122713220124506
"376","135A","77",39,5,0.1445,0.1445,0.00591903708385072,0.00264707385616647,0.00734945525105044
"377","135A","77",48,5,0.18024,0.1835,0.00720610851986008,0.0032226697007295,0.00894756551625967
"378","135A","77",62,5,0.2199,0.2159,0.00760624743220992,0.00340161726242092,0.00944440359800488
"379","135B","100% TY",0,5,0,0,0,0,0
"380","135B","100% TY",24,5,0.0443,0.0439,0.00648151216923952,0.00289862036148234,0.00804786031446429
"381","135B","100% TY",39,5,0.1928,0.1964,0.00651421522518254,0.00291324561271445,0.00808846652165999
"382","135B","100% TY",48,5,0.2358,0.2382,0.00858981955572991,0.00384148408821383,0.0106656696934165
"383","135B","100% TY",62,5,0.31686,0.3173,0.0041548766528021,0.00185811732675846,0.00515896075676173
"384","135B","122A",0,5,0,0,0,0,0
"385","135B","122A",24,5,0.06348,0.0628,0.00599141051840048,0.00267944024005015,0.00743931873915723
"386","135B","122A",39,5,0.17072,0.1719,0.00557153479752213,0.002491666109253,0.00691797417282272
"387","135B","122A",48,5,0.21498,0.2164,0.00416016826582772,0.00186048380804564,0.00516553116214806
"388","135B","122A",62,5,0.25946,0.2601,0.00328831263720467,0.00147057811761225,0.00408297941645552
"389","135B","126B",0,5,0,0,0,0,0
"390","135B","126B",24,5,0.05434,0.0548,0.00699235296591927,0.00312707531089355,0.00868215294051527
"391","135B","126B",39,5,0.17594,0.1797,0.00810141962868237,0.00362306500079698,0.0100592410872762
"392","135B","126B",48,5,0.2128,0.2119,0.00625699608438426,0.00279821371592664,0.00776908677488186
"393","135B","126B",62,5,0.29426,0.292,0.00707481448520029,0.00316395322342161,0.0087845424402437
"394","135B","135A",0,5,0,0,0,0,0
"395","135B","135A",24,5,0.06224,0.0623,0.000934344690143846,0.000417851648315523,0.00116014216366446
"396","135B","135A",39,5,0.1558,0.1558,0.00163248277173145,0.000730068489937758,0.00202699508534683
"397","135B","135A",48,5,0.18878,0.1886,0.0030857738089497,0.00138,0.00383149424517295
"398","135B","135A",62,5,0.2554,0.2572,0.00411521566871043,0.00184038039546176,0.00510971514068177
"399","135B","135B",0,5,0,0,0,0,0
"400","135B","137B",0,5,0,0,0,0,0
"401","135B","137B",24,5,0.04128,0.0415,0.00267432234407149,0.00119599331101808,0.00332060977422546
"402","135B","137B",39,5,0.14184,0.1416,0.0015533834040571,0.000694694177318338,0.00192878024822491
"403","135B","137B",48,5,0.19138,0.1926,0.00257914714586043,0.0011534296684237,0.00320243415708489
"404","135B","137B",62,5,0.255,0.2566,0.00290688837074973,0.0013,0.00360937863675714
"405","135B","144A",0,5,0,0,0,0,0
"406","135B","144A",24,5,0.05638,0.0581,0.00477357308522662,0.00213480678282602,0.00592717384272036
"407","135B","144A",39,5,0.17078,0.1701,0.00549426974219505,0.00245711212605367,0.00682203693530386
"408","135B","144A",48,5,0.19984,0.2002,0.0040141001482275,0.00179516015998573,0.00498416363923848
"409","135B","144A",62,5,0.2585,0.2572,0.00349141805001921,0.00156140961954254,0.00433516809538765
"410","135B","145B",0,5,0,0,0,0,0
"411","135B","145B",24,5,0.0672,0.0651,0.00607906242771038,0.00271863936556506,0.00754815295932115
"412","135B","145B",39,5,0.17154,0.1701,0.00466722615693733,0.00208724699065539,0.00579512669054399
"413","135B","145B",48,5,0.21058,0.2105,0.00494843409575191,0.0022130070040558,0.00614429246417915
"414","135B","145B",62,5,0.25818,0.2539,0.00752243311701738,0.0033641343611693,0.00934033438029621
"415","135B","147A",0,5,0,0,0,0,0
"416","135B","147A",24,5,0.05504,0.0565,0.00413859879669436,0.00185083764820148,0.00513874912886481
"417","135B","147A",39,5,0.15208,0.1528,0.00482462433770755,0.00215763759700279,0.00599056234498914
"418","135B","147A",48,5,0.19306,0.1917,0.00394119271287258,0.00176255496368198,0.00489363710155691
"419","135B","147A",62,5,0.2468,0.248,0.00615832769508087,0.00275408787078409,0.00764657378812309
"420","135B","149A",0,5,0,0,0,0,0
"421","135B","149A",24,5,0.05786,0.0594,0.00844085303746013,0.00377486423596929,0.0104807033307431
"422","135B","149A",39,5,0.14476,0.1471,0.00847573005705114,0.0037904617133009,0.0105240088703339
"423","135B","149A",48,5,0.19934,0.2023,0.00708540753944331,0.00316869058129695,0.00879769545432827
"424","135B","149A",62,5,0.25834,0.2547,0.00704719802474713,0.00315160276684737,0.00875025207554119
"425","135B","152A",0,5,0,0,0,0,0
"426","135B","152A",24,5,0.04088,0.0411,0.00134238593556399,0.000600333240792146,0.00166679228788488
"427","135B","152A",39,5,0.14524,0.1449,0.00134647688431699,0.000602162768692984,0.00167187187166999
"428","135B","152A",48,5,0.20518,0.2069,0.00668071852423075,0.00298770815174441,0.0082952076736703
"429","135B","152A",62,5,0.2526,0.2532,0.0028922309727959,0.0012934450123604,0.00359117907341052
"430","135B","152B",0,5,0,0,0,0,0
"431","135B","152B",24,5,0.08214,0.0823,0.00718491475245184,0.00321319155980468,0.00892124997828255
"432","135B","152B",39,5,0.1773,0.1777,0.00503835290546425,0.00225321991825033,0.00625594141296029
"433","135B","152B",48,5,0.19642,0.1975,0.00553868215372574,0.00247697396029914,0.00687718222777494
"434","135B","152B",62,5,0.2938,0.2973,0.0113070774296456,0.00505667875190821,0.0140395909692932
"435","135B","154C",0,5,0,0,0,0,0
"436","135B","154C",24,5,0.01894,0.0184,0.00586114323319265,0.00262118293905633,0.00727757054097092
"437","135B","154C",39,5,0.1636,0.1598,0.00909312927434774,0.00406657103712698,0.0112906112509703
"438","135B","154C",48,5,0.21244,0.2099,0.0108093940625735,0.00483410798389941,0.0134216354498951
"439","135B","154C",62,5,0.2958,0.2931,0.00911701705603318,0.00407725397786304,0.0113202718494861
"440","135B","157B",0,5,0,0,0,0,0
"441","135B","157B",24,5,0.0586,0.0587,0.00285919569109916,0.00127867118525444,0.00355016035345715
"442","135B","157B",39,5,0.14332,0.1419,0.00427983644547312,0.00191400104493179,0.00531411883254434
"443","135B","157B",48,5,0.19162,0.1894,0.00499169309954047,0.00223235301867782,0.00619800561178156
"444","135B","157B",62,5,0.25482,0.2572,0.0055517564788092,0.00248282097622845,0.00689341614653189
"445","135B","158",0,5,0,0,0,0,0
"446","135B","158",24,5,0.01554,0.0176,0.00318637725324545,0.00142499122804318,0.00395640992005027
"447","135B","158",39,5,0.1223,0.1248,0.00621771662268392,0.00278064740663033,0.00772031488141972
"448","135B","158",48,5,0.17426,0.1754,0.00450199955575298,0.0020133554082675,0.00558997076830781
"449","135B","158",62,5,0.24894,0.249,0.00246130046926416,0.00110072703246536,0.00305610818144733
"450","135B","159",0,5,0,0,0,0,0
"451","135B","159",24,5,0.09392,0.0945,0.0030053286010019,0.00134402380931292,0.00373160832663614
"452","135B","159",39,5,0.16832,0.1688,0.00284024646817842,0.00127019683514013,0.00352663178556254
"453","135B","159",48,5,0.21356,0.2124,0.00285447017850949,0.00127655787177864,0.00354429285460151
"454","135B","159",62,5,0.26814,0.2696,0.00569982455870355,0.00254903903461678,0.00707726695061986
"455","135B","165A",0,5,0,0,0,0,0
"456","135B","165A",24,5,0.0549,0.0547,0.00715367038659177,0.00319921865460928,0.0088824549740474
"457","135B","165A",39,5,0.1326,0.1317,0.00396736688497548,0.00177426040929735,0.00492613662873987
"458","135B","165A",48,5,0.19152,0.1919,0.00489867328977959,0.00219075329510194,0.00608250626288171
"459","135B","165A",62,5,0.25496,0.2536,0.00568093302196038,0.00254059048254534,0.00705381000957512
"460","135B","168A",0,5,0,0,0,0,0
"461","135B","168A",24,5,0.00462,0.0046,0.00264140114333283,0.00118127050246758,0.00327973270449064
"462","135B","168A",39,5,0.11226,0.1131,0.00476791358982103,0.00213227577953697,0.00592014665102724
"463","135B","168A",48,5,0.1561,0.1576,0.0039560080889705,0.00176918060129541,0.00491203282067754
"464","135B","168A",62,5,0.22346,0.2259,0.00550844805730252,0.00246345286133102,0.006839641638728
"465","135B","170C",0,5,0,0,0,0,0
"466","135B","170C",24,5,0.04584,0.0452,0.00470510361203662,0.00210418630353873,0.00584215776288436
"467","135B","170C",39,5,0.16052,0.1584,0.00642744117048146,0.00287443907571547,0.00798072230195949
"468","135B","170C",48,5,0.1928,0.189,0.00713267130884356,0.00318982758154732,0.00885638117521197
"469","135B","170C",62,5,0.24676,0.2463,0.00863585548744303,0.00386207198275744,0.0107228308524484
"470","135B","41",0,5,0,0,0,0,0
"471","135B","41",24,5,0.01774,0.0168,0.00375206609749882,0.00167797497001594,0.00465880539214517
"472","135B","41",39,5,0.11872,0.1167,0.00510068622834222,0.00228109622769405,0.00633333845586628
"473","135B","41",48,5,0.17048,0.1711,0.00447738763119745,0.00200234862099485,0.00555941102766071
"474","135B","41",62,5,0.23694,0.2371,0.00577823502464204,0.00258410526101396,0.00717462640325806
"475","135B","50% TY",0,5,0,0,0,0,0
"476","135B","50% TY",24,5,0.07066,0.0718,0.00341950288784788,0.00152924818129694,0.00424587362759452
"477","135B","50% TY",39,5,0.14714,0.1458,0.00344354468534967,0.00154,0.0042757254620046
"478","135B","50% TY",48,5,0.2009,0.2035,0.00779839727123465,0.00348754928280591,0.00968298913538254
"479","135B","50% TY",62,5,0.24588,0.2472,0.00682619952828805,0.00305276923464582,0.00847584619883079
"480","135B","53",0,5,0,0,0,0,0
"481","135B","53",24,5,0.05976,0.0585,0.00315483755524749,0.00141088624630053,0.00391724821253199
"482","135B","53",39,5,0.17182,0.1704,0.00479812463364593,0.00214578656906972,0.00595765861649278
"483","135B","53",48,5,0.2185,0.2182,0.00270647372054486,0.00121037184369102,0.00336053098088515
"484","135B","53",62,5,0.27188,0.2723,0.00581824715872401,0.00260199923136038,0.00722430802963895
"485","135B","57",0,5,0,0,0,0,0
"486","135B","57",24,5,0.04904,0.051,0.00682554027165616,0.00305247440611711,0.00847502762360539
"487","135B","57",39,5,0.13634,0.1338,0.00856755507715007,0.0038315271106962,0.0106380246919251
"488","135B","57",48,5,0.177,0.1766,0.00301164406927511,0.00134684817258665,0.00373945001622279
"489","135B","57",62,5,0.24642,0.2459,0.00984438926495696,0.00440254471868259,0.0122234237346007
"490","135B","67",0,5,0,0,0,0,0
"491","135B","67",24,5,0.01686,0.0155,0.00606943160435967,0.00271433233042677,0.00753619471269351
"492","135B","67",39,5,0.10876,0.1082,0.00441395514249975,0.00197398074965284,0.0054806491901283
"493","135B","67",48,5,0.1693,0.1657,0.00826226361235224,0.00369499661704852,0.0102589552711268
"494","135B","67",62,5,0.24882,0.2494,0.00626992822925429,0.0028039971469315,0.00778514415358653
"495","135B","74",0,5,0,0,0,0,0
"496","135B","74",24,5,0.05282,0.0537,0.00371173813731519,0.00165993975794304,0.00460873161586417
"497","135B","74",39,5,0.1566,0.1576,0.00975269193607591,0.00436153642653595,0.0121095664625976
"498","135B","74",48,5,0.21528,0.2096,0.0102526581919032,0.00458512813343313,0.0127303565627751
"499","135B","74",62,5,0.2808,0.2771,0.00781184997295775,0.00349356551391269,0.00969969287079069
"500","135B","77",0,5,0,0,0,0,0
"501","135B","77",24,5,0.0465,0.0459,0.00553308232362397,0.00247446964014514,0.00687022912034151
"502","135B","77",39,5,0.14974,0.1483,0.00390166631069342,0.00174487821924626,0.00484455859099252
"503","135B","77",48,5,0.19458,0.1914,0.00757278020280531,0.00338665026242746,0.00940284854413355
"504","135B","77",62,5,0.26218,0.2612,0.00499369602599116,0.00223324875461736,0.00620049257344643
"505","137B","100% TY",0,5,0,0,0,0,0
"506","137B","100% TY",24,5,0.05908,0.0598,0.00215800834104041,0.000965090669315583,0.00267952126489331
"507","137B","100% TY",39,5,0.22796,0.2223,0.00909384407167838,0.00406689070421127,0.0112914987890818
"508","137B","100% TY",48,5,0.29102,0.2884,0.00481788335267678,0.00215462293684998,0.00598219230656401
"509","137B","100% TY",62,5,0.35158,0.3507,0.00181989010657237,0.000813879597975031,0.00225969202601812
"510","137B","122A",0,5,0,0,0,0,0
"511","137B","122A",24,5,-0.00574,-0.0076,0.00544362011900169,0.00243446092595466,0.00675914712166209
"512","137B","122A",39,5,0.07856,0.0758,0.0124194605357882,0.00555415160037967,0.0154207970244006
"513","137B","122A",48,5,0.11908,0.1173,0.00766237561073588,0.00342671854694838,0.00951409593656532
"514","137B","122A",62,5,0.17894,0.1768,0.00487165269698077,0.00217866931864384,0.00604895576559329
"515","137B","126B",0,5,0,0,0,0,0
"516","137B","126B",24,5,0.06174,0.0636,0.00498126489960131,0.00222768938588844,0.00618505729135103
"517","137B","126B",39,5,0.20496,0.2057,0.0056283212417203,0.00251706177913852,0.0069884838561696
"518","137B","126B",48,5,0.24646,0.2487,0.00670469984413919,0.00299843292404549,0.00832498441523001
"519","137B","126B",62,5,0.28926,0.2861,0.00805158369514966,0.00360077769377672,0.00999736160279177
"520","137B","135A",0,5,0,0,0,0,0
"521","137B","135A",24,5,-0.00796,-0.0086,0.00227002202632485,0.00101518471225684,0.00281860462521713
"522","137B","135A",39,5,0.01134,0.0081,0.00563320512674623,0.00251924591892098,0.00699454800037766
"523","137B","135A",48,5,0.04702,0.0414,0.0120150738657738,0.00537330438371027,0.0149186846548902
"524","137B","135A",62,5,0.11036,0.1087,0.00747281740710958,0.00334194554114815,0.00927872833955837
"525","137B","135B",0,5,0,0,0,0,0
"526","137B","135B",24,5,0.00364,0.0038,0.00173579952759528,0.000776273147803014,0.00215527978151416
"527","137B","135B",39,5,0.08732,0.0887,0.0049002040773829,0.00219143788412996,0.00608440698673764
"528","137B","135B",48,5,0.11208,0.1126,0.00266589572189161,0.0011922248110151,0.00331014674083825
"529","137B","135B",62,5,0.14642,0.1475,0.00554229194467415,0.00247858830788818,0.00688166437523662
"530","137B","137B",0,5,0,0,0,0,0
