"inoc_sup_strain_rep","supernatant","sup_geno","inoculant","inoc_geno","inoc_sup_strain","rep","AUC","MaxOD","OD_62h","AUC_index","RGI"
"135B_50_TY_5","50_TY",NA,"135B","OE","135B_50_TY",5,7.3037,0.2527,0.2527,1.25635600509168,1.04681027340514
"57_50_TY_1","50_TY",NA,"57","CC","57_50_TY",1,6.0762,0.221,0.221,1.06585975529536,0.959201388888889
"57_50_TY_2","50_TY",NA,"57","CC","57_50_TY",2,7.4488,0.2353,0.2353,1.94467868471549,1.31599552572707
"57_50_TY_3","50_TY",NA,"57","CC","57_50_TY",3,6.28205,0.2342,0.2342,1.10877641971495,1.06261343012704
"57_50_TY_4","50_TY",NA,"57","CC","57_50_TY",4,6.0505,0.2221,0.2221,1.02153487704607,0.950363714163457
"57_50_TY_5","50_TY",NA,"57","CC","57_50_TY",5,4.66385,0.1926,0.1926,0.677904880955842,0.759463722397476
"135A_50_TY_1","50_TY",NA,"135A","OE","135A_50_TY",1,7.2142,0.2094,0.2094,1.2263416458429,1.06619144602851
"135A_50_TY_2","50_TY",NA,"135A","OE","135A_50_TY",2,7.48595,0.2282,0.2282,1.29892247362576,1.14214214214214
"135A_50_TY_3","50_TY",NA,"135A","OE","135A_50_TY",3,7.28499999999999,0.2277,0.2277,1.28233337147182,1.17613636363636
"135A_50_TY_4","50_TY",NA,"135A","OE","135A_50_TY",4,7.0892,0.2144,0.2144,1.32474982948228,1.02143878037161
"135A_50_TY_5","50_TY",NA,"135A","OE","135A_50_TY",5,7.1948,0.2508,0.2508,1.23565730380497,1.20809248554913
"77_50_TY_1","50_TY",NA,"77","CC","77_50_TY",1,6.9608,0.2691,0.2691,0.938910395618922,1.01854655563967
"77_50_TY_2","50_TY",NA,"77","CC","77_50_TY",2,6.83215,0.2595,0.2595,0.906108672298777,0.98109640831758
"77_50_TY_3","50_TY",NA,"77","CC","77_50_TY",3,6.42735,0.2483,0.2483,0.868419985948224,0.946265243902439
"77_50_TY_4","50_TY",NA,"77","CC","77_50_TY",4,6.8222,0.2703,0.2703,0.897953274103324,1.00371333085778
"77_50_TY_5","50_TY",NA,"77","CC","77_50_TY",5,6.5723,0.2447,0.2447,0.75000142644399,0.888203266787659
"159_50_TY_1","50_TY",NA,"159","OE","159_50_TY",1,7.4951,0.231,0.231,1.02809212240923,0.970996216897856
"159_50_TY_2","50_TY",NA,"159","OE","159_50_TY",2,7.7055,0.2364,0.2364,1.03030546140115,0.957085020242915
"159_50_TY_3","50_TY",NA,"159","OE","159_50_TY",3,7.379,0.2297,0.2297,0.97655552099945,0.908982983775227
"159_50_TY_4","50_TY",NA,"159","OE","159_50_TY",4,7.1759,0.2321,0.2321,0.965411004977802,0.956324680675732
"159_50_TY_5","50_TY",NA,"159","OE","159_50_TY",5,7.16605,0.2436,0.2436,0.969479074360935,0.99591169255928
"74_50_TY_1","50_TY",NA,"74","CC","74_50_TY",1,7.38235,0.277,0.277,1.04431257161449,0.969548477423871
"74_50_TY_2","50_TY",NA,"74","CC","74_50_TY",2,7.25255,0.2768,0.2768,1.01788032532649,0.978783592644979
"74_50_TY_3","50_TY",NA,"74","CC","74_50_TY",3,7.4138,0.2657,0.2657,1.01557512910782,0.935892920042268
"74_50_TY_4","50_TY",NA,"74","CC","74_50_TY",4,8.0028,0.2879,0.2879,1.10899705525723,0.99447322970639
"74_50_TY_5","50_TY",NA,"74","CC","74_50_TY",5,7.63430000000001,0.2868,0.2868,0.944243113876144,0.98489010989011
"168A_50_TY_1","50_TY",NA,"168A","OE","168A_50_TY",1,7.708,0.2384,0.2384,2.39680343288919,1.78043315907394
"168A_50_TY_2","50_TY",NA,"168A","OE","168A_50_TY",2,7.99390000000001,0.2468,0.2468,2.57863582845438,1.88253241800153
"168A_50_TY_3","50_TY",NA,"168A","OE","168A_50_TY",3,7.80495,0.2422,0.2422,2.28088196615915,1.77306002928258
"168A_50_TY_4","50_TY",NA,"168A","OE","168A_50_TY",4,7.36065,0.2389,0.2389,2.26851480876506,1.8870458135861
"168A_50_TY_5","50_TY",NA,"168A","OE","168A_50_TY",5,7.53405,0.2436,0.2436,2.27066003616637,1.90909090909091
"67_50_TY_1","50_TY",NA,"67","CC","67_50_TY",1,6.84354999999999,0.2389,0.2389,1.09459146053757,0.917082533589251
"67_50_TY_2","50_TY",NA,"67","CC","67_50_TY",2,6.41165,0.2295,0.2295,1.06931229726237,0.959047221061429
"67_50_TY_3","50_TY",NA,"67","CC","67_50_TY",3,6.97399999999999,0.2431,0.2431,1.14028776978417,1.00704225352113
"67_50_TY_4","50_TY",NA,"67","CC","67_50_TY",4,7.4998,0.2569,0.2569,1.15557541486264,1.01702296120348
"67_50_TY_5","50_TY",NA,"67","CC","67_50_TY",5,7.46365,0.2488,0.2488,1.14057688634193,1.00444085587404
"152B_152B_1","152B","OA","152B","OA","152B_152B",1,8.2163,0.2817,0.2817,1,1
"152B_152B_2","152B","OA","152B","OA","152B_152B",2,8.53085,0.3008,0.3008,1,1
"152B_152B_3","152B","OA","152B","OA","152B_152B",3,7.8854,0.2799,0.2799,1,1
"152B_152B_4","152B","OA","152B","OA","152B_152B",4,7.69895,0.2792,0.2792,1,1
"152B_152B_5","152B","OA","152B","OA","152B_152B",5,7.73285,0.2825,0.2825,1,1
"147A_152B_1","152B","OA","147A","OC","147A_152B",1,6.10865,0.252,0.252,1.0496052371584,1.11950244335851
"147A_152B_2","152B","OA","147A","OC","147A_152B",2,6.5585,0.2671,0.2671,1.14800584636659,1.21409090909091
"147A_152B_3","152B","OA","147A","OC","147A_152B",3,6.50655,0.2545,0.2545,1.1516017699115,1.18152274837512
"147A_152B_4","152B","OA","147A","OC","147A_152B",4,6.9325,0.2624,0.2624,1.17064480449852,1.2501191043354
"147A_152B_5","152B","OA","147A","OC","147A_152B",5,7.36575,0.2706,0.2706,1.27774452915615,1.27161654135338
"137B_152B_1","152B","OA","137B","OA","137B_152B",1,7.7584,0.2485,0.2485,1.31835715135346,1.12698412698413
"137B_152B_2","152B","OA","137B","OA","137B_152B",2,7.6575,0.2471,0.2471,1.2715558396918,1.09822222222222
"137B_152B_3","152B","OA","137B","OA","137B_152B",3,7.67325,0.2545,0.2545,1.29233684210526,1.12560813799204
"137B_152B_4","152B","OA","137B","OA","137B_152B",4,7.95255,0.2683,0.2683,1.31586306175127,1.17985927880387
"137B_152B_5","152B","OA","137B","OA","137B_152B",5,7.45935000000001,0.2548,0.2548,1.14922774717868,1.11901624945103
"158_152B_1","152B","OA","158","OC","158_152B",1,5.7872,0.2384,0.2384,1.02934794208673,1.13849092645654
"158_152B_2","152B","OA","158","OC","158_152B",2,6.8391,0.2441,0.2441,1.08767772511848,1.14708646616541
"158_152B_3","152B","OA","158","OC","158_152B",3,6.2474,0.2225,0.2225,1.05697342931826,1.04952830188679
"158_152B_4","152B","OA","158","OC","158_152B",4,5.21639999999999,0.2189,0.2189,0.837531910794277,1.0032080659945
"158_152B_5","152B","OA","158","OC","158_152B",5,6.78670000000001,0.2508,0.2508,0.983914811566259,1.12415956969969
"152A_152B_1","152B","OA","152A","OA","152A_152B",1,7.8121,0.2781,0.2781,1.30680829708933,1.21547202797203
"152A_152B_2","152B","OA","152A","OA","152A_152B",2,8.15555,0.2773,0.2773,1.28873245000672,1.16365925304238
"152A_152B_3","152B","OA","152A","OA","152A_152B",3,8.2209,0.2982,0.2982,1.31550186022323,1.29991281604185
"152A_152B_4","152B","OA","152A","OA","152A_152B",4,8.3717,0.2952,0.2952,1.26372913081545,1.1855421686747
"152A_152B_5","152B","OA","152A","OA","152A_152B",5,8.47445,0.3019,0.3019,1.29861701720109,1.24136513157895
"170C_152B_1","152B","OA","170C","OC","170C_152B",1,6.8936,0.2729,0.2729,1.34252551219132,1.27166821994408
"170C_152B_2","152B","OA","170C","OC","170C_152B",2,7.1352,0.2844,0.2844,1.23532925319644,1.23223570190641
"170C_152B_3","152B","OA","170C","OC","170C_152B",3,6.90285,0.2674,0.2674,1.50101113333913,1.32638888888889
"170C_152B_4","152B","OA","170C","OC","170C_152B",4,7.68695,0.2837,0.2837,1.50082978640322,1.33129985922102
"170C_152B_5","152B","OA","170C","OC","170C_152B",5,6.96285,0.2647,0.2647,1.47636868665451,1.30329886755293
"145B_152B_1","152B","OA","145B","OA","145B_152B",1,5.15025,0.1932,0.1932,0.812925680101651,0.9351403678606
"145B_152B_2","152B","OA","145B","OA","145B_152B",2,5.49485,0.2182,0.2182,0.792415961236174,0.991818181818182
"145B_152B_3","152B","OA","145B","OA","145B_152B",3,5.014,0.202,0.202,0.837782066384287,0.974903474903475
"145B_152B_4","152B","OA","145B","OA","145B_152B",4,5.4358,0.2109,0.2109,0.836733908519269,0.992470588235294
"145B_152B_5","152B","OA","145B","OA","145B_152B",5,5.1868,0.2064,0.2064,0.86672013902814,1.02533532041729
"157B_152B_1","152B","OA","157B","OC","157B_152B",1,5.6121,0.215,0.215,0.955324237601178,1.00986378581494
"157B_152B_2","152B","OA","157B","OC","157B_152B",2,4.80225,0.1912,0.1912,0.779896224959602,0.869486130059118
"157B_152B_3","152B","OA","157B","OC","157B_152B",3,5.4257,0.2031,0.2031,0.892590399105056,0.93940795559667
"157B_152B_4","152B","OA","157B","OC","157B_152B",4,4.4752,0.1701,0.1701,0.719248479198978,0.802358490566038
"157B_152B_5","152B","OA","157B","OC","157B_152B",5,5.23425,0.2158,0.2158,0.913274475249942,1.03899855560905
"154C_152B_1","152B","OA","154C","OA","154C_152B",1,4.9441,0.204,0.204,0.838452015534112,0.771850170261067
"154C_152B_2","152B","OA","154C","OA","154C_152B",2,4.57665,0.1915,0.1915,0.807660745956534,0.718843843843844
"154C_152B_3","152B","OA","154C","OA","154C_152B",3,3.5872,0.1623,0.1623,0.730062785562373,0.688879456706282
"154C_152B_4","152B","OA","154C","OA","154C_152B",4,4.0126,0.1683,0.1683,0.688551033015306,0.656396255850234
"154C_152B_5","152B","OA","154C","OA","154C_152B",5,3.95635,0.1729,0.1729,0.736393924729182,0.680173092053501
"165A_152B_1","152B","OA","165A","OC","165A_152B",1,5.6026,0.2235,0.2235,0.782327601253936,0.984581497797357
"165A_152B_2","152B","OA","165A","OC","165A_152B",2,6.0015,0.2253,0.2253,0.865573912353701,1.03443526170799
"165A_152B_3","152B","OA","165A","OC","165A_152B",3,6.13735,0.2286,0.2286,0.904426826213177,1.07424812030075
"165A_152B_4","152B","OA","165A","OC","165A_152B",4,6.5963,0.2444,0.2444,0.988705942308124,1.14098972922502
"165A_152B_5","152B","OA","165A","OC","165A_152B",5,6.37515,0.2943,0.2943,0.982417074392264,1.40343347639485
"144A_152B_1","152B","OA","144A","OA","144A_152B",1,5.21945,0.2166,0.2166,0.657916629901806,0.79022254651587
"144A_152B_2","152B","OA","144A","OA","144A_152B",2,5.4161,0.2098,0.2098,0.66862542976538,0.777037037037037
"144A_152B_3","152B","OA","144A","OA","144A_152B",3,5.39910000000001,0.2118,0.2118,0.680565972331643,0.829612220916569
"144A_152B_4","152B","OA","144A","OA","144A_152B",4,4.87495,0.2085,0.2085,0.599816669537614,0.77538118259576
"144A_152B_5","152B","OA","144A","OA","144A_152B",5,4.58705,0.2109,0.2109,0.571566526279064,0.804961832061069
"122A_152B_1","152B","OA","122A","OC","122A_152B",1,4.61015,0.1992,0.1992,0.728773771321077,0.899322799097066
"122A_152B_2","152B","OA","122A","OC","122A_152B",2,4.66045,0.2172,0.2172,0.732372122259763,0.956828193832599
"122A_152B_3","152B","OA","122A","OC","122A_152B",3,4.89585,0.2222,0.2222,0.746768252225045,1.0040668775418
"122A_152B_4","152B","OA","122A","OC","122A_152B",4,6.25255,0.2463,0.2463,0.992822833551665,1.08741721854305
"122A_152B_5","152B","OA","122A","OC","122A_152B",5,6.971,0.2626,0.2626,1.09898945310653,1.1304347826087
"149A_152B_1","152B","OA","149A","OE","149A_152B",1,6.44635,0.2612,0.2612,1.0016159230572,1.16037316748112
"149A_152B_2","152B","OA","149A","OE","149A_152B",2,6.78205,0.2664,0.2664,1.08165804100446,1.1756398940865
"149A_152B_3","152B","OA","149A","OE","149A_152B",3,6.8239,0.2635,0.2635,1.05381906909226,1.13382099827883
"149A_152B_4","152B","OA","149A","OE","149A_152B",4,6.73385,0.2617,0.2617,1.08754320229982,1.12947777298231
"149A_152B_5","152B","OA","149A","OE","149A_152B",5,6.4201,0.2471,0.2471,1.09662817709757,1.21186856302109
"41_152B_1","152B","OA","41","CC","41_152B",1,6.0468,0.2406,0.2406,0.971576393463695,1.07123775601069
"41_152B_2","152B","OA","41","CC","41_152B",2,5.64135,0.2334,0.2334,0.913357079252003,1.03825622775801
"41_152B_3","152B","OA","41","CC","41_152B",3,5.9661,0.2329,0.2329,0.886895249704547,0.962396694214876
"41_152B_4","152B","OA","41","CC","41_152B",4,5.82805,0.2426,0.2426,0.815522500839584,0.934154793993069
"41_152B_5","152B","OA","41","CC","41_152B",5,6.36045,0.2517,0.2517,0.973498530672218,1.05446166736489
"126B_152B_1","152B","OA","126B","OC","126B_152B",1,5.27825,0.1922,0.1922,0.754666399776956,0.791924186238154
"126B_152B_2","152B","OA","126B","OC","126B_152B",2,5.30915,0.2093,0.2093,0.893856488652435,0.867384997927891
"126B_152B_3","152B","OA","126B","OC","126B_152B",3,5.4426,0.2131,0.2131,0.949851220342237,0.902966101694915
"126B_152B_4","152B","OA","126B","OC","126B_152B",4,5.618,0.2153,0.2153,0.956556532695402,0.897083333333333
"126B_152B_5","152B","OA","126B","OC","126B_152B",5,5.32585,0.2081,0.2081,0.905394952697476,0.878059071729958
"53_152B_1","152B","OA","53","CC","53_152B",1,6.43015,0.2699,0.2699,0.901793728262089,1.09537337662338
"53_152B_2","152B","OA","53","CC","53_152B",2,6.3175,0.2589,0.2589,0.894633614433094,1.06193601312551
"53_152B_3","152B","OA","53","CC","53_152B",3,6.57235,0.2631,0.2631,0.939276144199507,1.10360738255034
"53_152B_4","152B","OA","53","CC","53_152B",4,6.71675,0.2683,0.2683,0.890007089050399,1.03710862002319
"53_152B_5","152B","OA","53","CC","53_152B",5,7.0491,0.2806,0.2806,0.945546978222816,1.09310479158551
"135B_152B_1","152B","OA","135B","OE","135B_152B",1,7.834,0.2787,0.2787,1.35359521731994,1.16076634735527
"135B_152B_2","152B","OA","135B","OE","135B_152B",2,7.69915,0.2859,0.2859,1.2861498112325,1.1741273100616
"135B_152B_3","152B","OA","135B","OE","135B_152B",3,8.1286,0.2973,0.2973,1.34784771506268,1.2051074179165
"135B_152B_4","152B","OA","135B","OE","135B_152B",4,8.39355,0.3066,0.3066,1.28317217657176,1.18424101969873
"135B_152B_5","152B","OA","135B","OE","135B_152B",5,8.1685,0.3005,0.3005,1.40511576702102,1.24482187241094
"57_152B_1","152B","OA","57","CC","57_152B",1,7.08295,0.2737,0.2737,1.24245932552734,1.18793402777778
"57_152B_2","152B","OA","57","CC","57_152B",2,6.88425,0.2307,0.2307,1.79729006487658,1.29026845637584
"57_152B_3","152B","OA","57","CC","57_152B",3,5.2568,0.2181,0.2181,0.9278206768742,0.98956442831216
"57_152B_4","152B","OA","57","CC","57_152B",4,6.262,0.2623,0.2623,1.05724343443723,1.12237911852803
"57_152B_5","152B","OA","57","CC","57_152B",5,6.10305,0.2425,0.2425,0.887097008633972,0.956230283911672
"135A_152B_1","152B","OA","135A","OE","135A_152B",1,6.95615,0.2504,0.2504,1.1824757339317,1.27494908350305
"135A_152B_2","152B","OA","135A","OE","135A_152B",2,7.06399999999999,0.248,0.248,1.22570794003331,1.24124124124124
"135A_152B_3","152B","OA","135A","OE","135A_152B",3,7.35070000000001,0.2546,0.2546,1.29389813502786,1.3150826446281
"135A_152B_4","152B","OA","135A","OE","135A_152B",4,7.50565,0.2675,0.2675,1.40257131378063,1.27441638875655
"135A_152B_5","152B","OA","135A","OE","135A_152B",5,7.18825,0.2542,0.2542,1.23453238645634,1.22447013487476
"77_152B_1","152B","OA","77","CC","77_152B",1,7.42355,0.2813,0.2813,1.00132862133618,1.06472369417108
"77_152B_2","152B","OA","77","CC","77_152B",2,7.16495,0.2699,0.2699,0.950246017957322,1.02041587901701
"77_152B_3","152B","OA","77","CC","77_152B",3,6.71685,0.2655,0.2655,0.907535264551694,1.01181402439024
"77_152B_4","152B","OA","77","CC","77_152B",4,6.64845,0.2686,0.2686,0.875083909180652,0.997400668399554
"77_152B_5","152B","OA","77","CC","77_152B",5,7.1096,0.281,0.281,0.811315694877926,1.01996370235935
"159_152B_1","152B","OA","159","OE","159_152B",1,8.01625,0.2943,0.2943,1.09957752081533,1.23707440100883
"159_152B_2","152B","OA","159","OE","159_152B",2,7.95545,0.2774,0.2774,1.06372637504429,1.12307692307692
"159_152B_3","152B","OA","159","OE","159_152B",3,7.9113,0.2694,0.2694,1.04700144915069,1.06608626830233
"159_152B_4","152B","OA","159","OE","159_152B",4,7.90895,0.2789,0.2789,1.06403201937307,1.14915533580552
"159_152B_5","152B","OA","159","OE","159_152B",5,7.6605,0.2755,0.2755,1.0363721225978,1.12632869991823
"74_152B_1","152B","OA","74","CC","74_152B",1,7.4392,0.2991,0.2991,1.05235461374149,1.04690234511726
"74_152B_2","152B","OA","74","CC","74_152B",2,7.86545,0.2921,0.2921,1.10389956702666,1.03288543140028
"74_152B_3","152B","OA","74","CC","74_152B",3,7.21235,0.2817,0.2817,0.987979616717579,0.992250792532582
"74_152B_4","152B","OA","74","CC","74_152B",4,7.344,0.2807,0.2807,1.01770310064091,0.969602763385147
"74_152B_5","152B","OA","74","CC","74_152B",5,7.1015,0.2882,0.2882,0.878344114482196,0.989697802197802
"168A_152B_1","152B","OA","168A","OE","168A_152B",1,5.1541,0.2001,0.2001,1.60266795192711,1.49439880507842
"168A_152B_2","152B","OA","168A","OE","168A_152B",2,5.23425,0.2075,0.2075,1.68844050902405,1.58276125095347
"168A_152B_3","152B","OA","168A","OE","168A_152B",3,4.89725,0.1974,0.1974,1.43114936146585,1.44509516837482
"168A_152B_4","152B","OA","168A","OE","168A_152B",4,4.57945,0.1809,0.1809,1.41136314605356,1.42890995260664
"168A_152B_5","152B","OA","168A","OE","168A_152B",5,4.679,0.1835,0.1835,1.41018685955395,1.43808777429467
"67_152B_1","152B","OA","67","CC","67_152B",1,7.5522,0.2959,0.2959,1.20793646985437,1.13589251439539
"67_152B_2","152B","OA","67","CC","67_152B",2,6.71925,0.2512,0.2512,1.12061273671834,1.04972837442541
"67_152B_3","152B","OA","67","CC","67_152B",3,6.7869,0.2618,0.2618,1.10969587965991,1.08450704225352
"67_152B_4","152B","OA","67","CC","67_152B",4,7.458,0.2838,0.2838,1.14913483613504,1.12351543942993
"67_152B_5","152B","OA","67","CC","67_152B",5,8.07064999999999,0.3035,0.3035,1.23333715377268,1.225272507065
"152B_137B_1","137B","OA","152B","OA","152B_137B",1,7.8944,0.2683,0.2683,0.96082178109368,0.952431664891729
"152B_137B_2","137B","OA","152B","OA","152B_137B",2,7.90405,0.2752,0.2752,0.926525492770356,0.914893617021277
"152B_137B_3","137B","OA","152B","OA","152B_137B",3,6.7832,0.2529,0.2529,0.860222690034748,0.903536977491961
"152B_137B_4","137B","OA","152B","OA","152B_137B",4,7.3592,0.2598,0.2598,0.95587060573195,0.930515759312321
"152B_137B_5","137B","OA","152B","OA","152B_137B",5,7.05705,0.2528,0.2528,0.912606606878447,0.894867256637168
"147A_137B_1","137B","OA","147A","OC","147A_137B",1,4.70785,0.2083,0.2083,0.80891588415708,0.9253665037761
"147A_137B_2","137B","OA","147A","OC","147A_137B",2,6.2599,0.2418,0.2418,1.09573862890451,1.09909090909091
"147A_137B_3","137B","OA","147A","OC","147A_137B",3,6.0351,0.2342,0.2342,1.0681592920354,1.08727948003714
"147A_137B_4","137B","OA","147A","OC","147A_137B",4,6.244,0.2416,0.2416,1.05438242470808,1.15102429728442
"147A_137B_5","137B","OA","147A","OC","147A_137B",5,6.3828,0.2441,0.2441,1.10723114152637,1.14708646616541
"137B_137B_1","137B","OA","137B","OA","137B_137B",1,5.8849,0.2205,0.2205,1,1
"137B_137B_2","137B","OA","137B","OA","137B_137B",2,6.02215,0.225,0.225,1,1
"137B_137B_3","137B","OA","137B","OA","137B_137B",3,5.9375,0.2261,0.2261,1,1
"137B_137B_4","137B","OA","137B","OA","137B_137B",4,6.0436,0.2274,0.2274,1,1
"137B_137B_5","137B","OA","137B","OA","137B_137B",5,6.49075,0.2277,0.2277,1,1
"158_137B_1","137B","OA","158","OC","158_137B",1,5.1254,0.2305,0.2305,0.911636014371598,1.10076408787011
"158_137B_2","137B","OA","158","OC","158_137B",2,7.3888,0.2509,0.2509,1.17510098921721,1.17904135338346
"158_137B_3","137B","OA","158","OC","158_137B",3,5.4156,0.2274,0.2274,0.916244406283573,1.07264150943396
"158_137B_4","137B","OA","158","OC","158_137B",4,5.07075,0.2286,0.2286,0.814146717402823,1.04766269477544
"158_137B_5","137B","OA","158","OC","158_137B",5,5.95775,0.2336,0.2336,0.863736200010148,1.04706409681757
"152A_137B_1","137B","OA","152A","OA","152A_137B",1,7.0892,0.2611,0.2611,1.18588156574105,1.14117132867133
"152A_137B_2","137B","OA","152A","OA","152A_137B",2,7.58955,0.2615,0.2615,1.19929365474413,1.0973562736047
"152A_137B_3","137B","OA","152A","OA","152A_137B",3,7.9107,0.2612,0.2612,1.26586390366844,1.1386224934612
"152A_137B_4","137B","OA","152A","OA","152A_137B",4,8.1586,0.2722,0.2722,1.23156115086194,1.09317269076305
"152A_137B_5","137B","OA","152A","OA","152A_137B",5,8.33695,0.2738,0.2738,1.27754664214841,1.12582236842105
"170C_137B_1","137B","OA","170C","OC","170C_137B",1,8.07015,0.2833,0.2833,1.57165809768638,1.32013047530289
"170C_137B_2","137B","OA","170C","OC","170C_137B",2,8.35370000000001,0.282,0.282,1.44629022065634,1.22183708838821
"170C_137B_3","137B","OA","170C","OC","170C_137B",3,7.25285,0.2564,0.2564,1.57711794381143,1.2718253968254
"170C_137B_4","137B","OA","170C","OC","170C_137B",4,6.8762,0.2489,0.2489,1.34253582724823,1.16799624589395
"170C_137B_5","137B","OA","170C","OC","170C_137B",5,6.3702,0.2316,0.2316,1.35070607692634,1.14032496307238
"145B_137B_1","137B","OA","145B","OA","145B_137B",1,4.87125,0.2012,0.2012,0.768887766457001,0.973862536302033
"145B_137B_2","137B","OA","145B","OA","145B_137B",2,4.9096,0.1935,0.1935,0.708016670752636,0.879545454545455
"145B_137B_3","137B","OA","145B","OA","145B_137B",3,4.92745,0.1909,0.1909,0.823320551058088,0.921332046332047
"145B_137B_4","137B","OA","145B","OA","145B_137B",4,5.11425,0.1977,0.1977,0.787237645175442,0.930352941176471
"145B_137B_5","137B","OA","145B","OA","145B_137B",5,4.7826,0.1913,0.1913,0.79917786244235,0.950322901142573
"157B_137B_1","137B","OA","157B","OC","157B_137B",1,5.46605,0.2242,0.2242,0.930462758849613,1.05307656176609
"157B_137B_2","137B","OA","157B","OC","157B_137B",2,5.554,0.2215,0.2215,0.901982119511818,1.00727603456116
"157B_137B_3","137B","OA","157B","OC","157B_137B",3,5.1273,0.2026,0.2026,0.843500148060409,0.937095282146161
"157B_137B_4","137B","OA","157B","OC","157B_137B",4,5.73105,0.2113,0.2113,0.921087101517987,0.996698113207547
"157B_137B_5","137B","OA","157B","OC","157B_137B",5,4.84540000000001,0.1875,0.1875,0.845427738907404,0.902744342802118
"154C_137B_1","137B","OA","154C","OA","154C_137B",1,5.01415,0.1897,0.1897,0.850331541370596,0.717744986757473
"154C_137B_2","137B","OA","154C","OA","154C_137B",2,4.8749,0.1862,0.1862,0.860294182527287,0.698948948948949
"154C_137B_3","137B","OA","154C","OA","154C_137B",3,4.1184,0.1774,0.1774,0.838171993772323,0.752971137521222
"154C_137B_4","137B","OA","154C","OA","154C_137B",4,4.5202,0.1851,0.1851,0.775653785434827,0.72191887675507
"154C_137B_5","137B","OA","154C","OA","154C_137B",5,4.5513,0.1879,0.1879,0.847131742545508,0.739181746656176
"165A_137B_1","137B","OA","165A","OC","165A_137B",1,5.9891,0.2201,0.2201,0.836297118600284,0.969603524229075
"165A_137B_2","137B","OA","165A","OC","165A_137B",2,6.59305,0.2321,0.2321,0.950890957734494,1.06565656565657
"165A_137B_3","137B","OA","165A","OC","165A_137B",3,6.78984999999999,0.2274,0.2274,1.00058208933229,1.06860902255639
"165A_137B_4","137B","OA","165A","OC","165A_137B",4,7.20180000000001,0.227,0.227,1.07946310133176,1.05975723622782
"165A_137B_5","137B","OA","165A","OC","165A_137B",5,5.39574999999999,0.1904,0.1904,0.831490542050313,0.907963757749165
"144A_137B_1","137B","OA","144A","OA","144A_137B",1,5.16695,0.2139,0.2139,0.651298955037626,0.780372126960963
"144A_137B_2","137B","OA","144A","OA","144A_137B",2,5.43985,0.2084,0.2084,0.671557401840661,0.771851851851852
"144A_137B_3","137B","OA","144A","OA","144A_137B",3,5.66775,0.211,0.211,0.71442977342199,0.826478652565609
"144A_137B_4","137B","OA","144A","OA","144A_137B",4,5.51365,0.2159,0.2159,0.678402687206241,0.802900706582372
"144A_137B_5","137B","OA","144A","OA","144A_137B",5,5.40365,0.2115,0.2115,0.67331846387719,0.807251908396946
"122A_137B_1","137B","OA","122A","OC","122A_137B",1,5.99175,0.2438,0.2438,0.94717747672268,1.10067720090293
"122A_137B_2","137B","OA","122A","OC","122A_137B",2,5.548,0.2439,0.2439,0.871847253869726,1.07444933920705
