"inoc_sup_strain_rep","supernatant","sup_geno","inoculant","inoc_geno","inoc_sup_strain","rep","AUC","MaxOD","OD_62h","AUC_index","RGI"
"126B_53_2","53","CC","126B","OC","126B_53",2,6.0275,0.2047,0.2047,1.01479897636204,0.848321591380025
"126B_53_3","53","CC","126B","OC","126B_53",3,6.2239,0.2036,0.2036,1.08620494070629,0.86271186440678
"126B_53_4","53","CC","126B","OC","126B_53",4,6.38995,0.2084,0.2084,1.0879936660906,0.868333333333334
"126B_53_5","53","CC","126B","OC","126B_53",5,6.2067,0.2099,0.2099,1.05513952756976,0.885654008438818
"53_53_1","53","CC","53","CC","53_53",1,7.1304,0.2464,0.2464,1,1
"53_53_2","53","CC","53","CC","53_53",2,7.06154999999999,0.2438,0.2438,1,1
"53_53_3","53","CC","53","CC","53_53",3,6.99725,0.2384,0.2384,1,1
"53_53_4","53","CC","53","CC","53_53",4,7.54685,0.2587,0.2587,1,1
"53_53_5","53","CC","53","CC","53_53",5,7.45505,0.2567,0.2567,1,1
"135B_53_1","53","CC","135B","OE","135B_53",1,7.49415,0.2632,0.2632,1.2948743423383,1.09620991253644
"135B_53_2","53","CC","135B","OE","135B_53",2,7.50635,0.2705,0.2705,1.2539424008553,1.11088295687885
"135B_53_3","53","CC","135B","OE","135B_53",3,7.6046,0.2743,0.2743,1.26096040326325,1.111876773409
"135B_53_4","53","CC","135B","OE","135B_53",4,7.92695,0.2791,0.2791,1.21184024460157,1.078022402472
"135B_53_5","53","CC","135B","OE","135B_53",5,7.6833,0.2723,0.2723,1.32165342140572,1.12800331400166
"57_53_1","53","CC","57","CC","57_53",1,6.08265,0.2299,0.2299,1.06699118537035,0.997829861111111
"57_53_2","53","CC","57","CC","57_53",2,6.88405,0.2541,0.2541,1.79723785032699,1.42114093959732
"57_53_3","53","CC","57","CC","57_53",3,5.12514999999999,0.1924,0.1924,0.904584565150244,0.872958257713249
"57_53_4","53","CC","57","CC","57_53",4,6.42475,0.2447,0.2447,1.08472129597582,1.04706889174155
"57_53_5","53","CC","57","CC","57_53",5,5.503,0.215,0.215,0.799877903427425,0.847791798107255
"135A_53_1","53","CC","135A","OE","135A_53",1,6.82785,0.2251,0.2251,1.16066602070478,1.14613034623218
"135A_53_2","53","CC","135A","OE","135A_53",2,7.2513,0.245,0.245,1.25820724597446,1.22622622622623
"135A_53_3","53","CC","135A","OE","135A_53",3,7.0092,0.2335,0.2335,1.23378600786826,1.20609504132231
"135A_53_4","53","CC","135A","OE","135A_53",4,7.3782,0.2417,0.2417,1.37875489362497,1.15150071462601
"135A_53_5","53","CC","135A","OE","135A_53",5,7.03175,0.2325,0.2325,1.20765459026388,1.11994219653179
"77_53_1","53","CC","77","CC","77_53",1,7.78115,0.2677,0.2677,1.04956364568299,1.01324753974262
"77_53_2","53","CC","77","CC","77_53",2,7.72855,0.2645,0.2645,1.02499303722762,1
"77_53_3","53","CC","77","CC","77_53",3,7.80375,0.2712,0.2712,1.05438982867643,1.03353658536585
"77_53_4","53","CC","77","CC","77_53",4,7.5687,0.2601,0.2601,0.996209279368213,0.965837356108429
"77_53_5","53","CC","77","CC","77_53",5,7.60115,0.2602,0.2602,0.867409178311205,0.944464609800363
"159_53_1","53","CC","159","OE","159_53",1,7.6181,0.2694,0.2694,1.04496385608274,1.13240857503153
"159_53_2","53","CC","159","OE","159_53",2,7.8932,0.2727,0.2727,1.05540290285271,1.10404858299595
"159_53_3","53","CC","159","OE","159_53",3,7.92735,0.2727,0.2727,1.04912554674007,1.0791452314998
"159_53_4","53","CC","159","OE","159_53",4,7.7847,0.2698,0.2698,1.04731602314005,1.11166048619695
"159_53_5","53","CC","159","OE","159_53",5,7.4132,0.2589,0.2589,1.00291545189504,1.05846279640229
"74_53_1","53","CC","74","CC","74_53",1,7.8766,0.2879,0.2879,1.11422953416984,1.00770038501925
"74_53_2","53","CC","74","CC","74_53",2,8.00775,0.2988,0.2988,1.12387107639839,1.05657708628006
"74_53_3","53","CC","74","CC","74_53",3,7.9221,0.297,0.297,1.08520431226969,1.04614300810144
"74_53_4","53","CC","74","CC","74_53",4,7.28725,0.2755,0.2755,1.00983890524857,0.951640759930915
"74_53_5","53","CC","74","CC","74_53",5,8.22685,0.2842,0.2842,1.01753225068336,0.975961538461538
"168A_53_1","53","CC","168A","OE","168A_53",1,4.3497,0.1648,0.1648,1.35253968500754,1.23076923076923
"168A_53_2","53","CC","168A","OE","168A_53",2,4.22085,0.1648,0.1648,1.36154255576523,1.25705568268497
"168A_53_3","53","CC","168A","OE","168A_53",3,4.2255,0.1642,0.1642,1.23484029340425,1.20204978038067
"168A_53_4","53","CC","168A","OE","168A_53",4,4.1461,0.1561,0.1561,1.27780688507412,1.23301737756714
"168A_53_5","53","CC","168A","OE","168A_53",5,4.2041,0.1535,0.1535,1.2670584689572,1.20297805642633
"67_53_1","53","CC","67","CC","67_53",1,6.9086,0.2208,0.2208,1.10499588141679,0.847600767754319
"67_53_2","53","CC","67","CC","67_53",2,7.19395,0.2395,0.2395,1.19978152283587,1.00083577099875
"67_53_3","53","CC","67","CC","67_53",3,6.76155,0.2349,0.2349,1.10555101373447,0.973073736536868
"67_53_4","53","CC","67","CC","67_53",4,8.28855,0.31,0.31,1.27710667015916,1.22723673792557
"67_53_5","53","CC","67","CC","67_53",5,7.11614999999999,0.2311,0.2311,1.08747277936963,0.932983447719015
"152B_57_1","57","CC","152B","OA","152B_57",1,8.3141,0.2766,0.2766,1.01190316809269,0.981895633652822
"152B_57_2","57","CC","152B","OA","152B_57",2,8.23835,0.2653,0.2653,0.965712678103589,0.881981382978724
"152B_57_3","57","CC","152B","OA","152B_57",3,8.04875000000001,0.2663,0.2663,1.02071549953078,0.951411218292247
"152B_57_4","57","CC","152B","OA","152B_57",4,8.73145,0.2824,0.2824,1.13410919670864,1.01146131805158
"152B_57_5","57","CC","152B","OA","152B_57",5,8.23134999999999,0.2713,0.2713,1.0644652359738,0.960353982300885
"147A_57_1","57","CC","147A","OC","147A_57",1,7.93,0.2812,0.2812,1.36255466112252,1.24922256774767
"147A_57_2","57","CC","147A","OC","147A_57",2,8.041,0.2894,0.2894,1.40750400406095,1.31545454545455
"147A_57_3","57","CC","147A","OC","147A_57",3,7.9078,0.2647,0.2647,1.39961061946903,1.2288765088208
"147A_57_4","57","CC","147A","OC","147A_57",4,7.8915,0.2719,0.2719,1.33258470605122,1.29537875178657
"147A_57_5","57","CC","147A","OC","147A_57",5,7.6251,0.2494,0.2494,1.32273425099529,1.17199248120301
"137B_57_1","57","CC","137B","OA","137B_57",1,7.9036,0.2478,0.2478,1.34303046780744,1.12380952380952
"137B_57_2","57","CC","137B","OA","137B_57",2,7.87235,0.2504,0.2504,1.30723246681003,1.11288888888889
"137B_57_3","57","CC","137B","OA","137B_57",3,7.9871,0.2579,0.2579,1.34519578947368,1.140645731977
"137B_57_4","57","CC","137B","OA","137B_57",4,8.15175,0.2671,0.2671,1.34882354887815,1.17458223394899
"137B_57_5","57","CC","137B","OA","137B_57",5,8.4528,0.2591,0.2591,1.30228401956631,1.1379007465964
"158_57_1","57","CC","158","OC","158_57",1,6.60055,0.2485,0.2485,1.17401550994273,1.18672397325692
"158_57_2","57","CC","158","OC","158_57",2,6.1695,0.2295,0.2295,0.981185788352048,1.07847744360902
"158_57_3","57","CC","158","OC","158_57",3,6.1009,0.2194,0.2194,1.03218766125553,1.03490566037736
"158_57_4","57","CC","158","OC","158_57",4,6.93605,0.2444,0.2444,1.11363453911982,1.12007332722273
"158_57_5","57","CC","158","OC","158_57",5,7.08085,0.2515,0.2515,1.02655977035657,1.12729717615419
"152A_57_1","57","CC","152A","OA","152A_57",1,8.25319999999999,0.2622,0.2622,1.38059551689528,1.14597902097902
"152A_57_2","57","CC","152A","OA","152A_57",2,7.69075,0.2643,0.2643,1.21528518492182,1.10910616869492
"152A_57_3","57","CC","152A","OA","152A_57",3,7.75215,0.2635,0.2635,1.2404928591431,1.14864864864865
"152A_57_4","57","CC","152A","OA","152A_57",4,8.10315,0.2654,0.2654,1.22319083416357,1.06586345381526
"152A_57_5","57","CC","152A","OA","152A_57",5,8.2889,0.2713,0.2713,1.27018350381182,1.11554276315789
"170C_57_1","57","CC","170C","OC","170C_57",1,7.10745,0.2739,0.2739,1.38417270390278,1.27632805219012
"170C_57_2","57","CC","170C","OC","170C_57",2,7.176,0.2607,0.2607,1.24239302625542,1.12954939341421
"170C_57_3","57","CC","170C","OC","170C_57",3,6.9514,0.254,0.254,1.51156823519179,1.25992063492063
"170C_57_4","57","CC","170C","OC","170C_57",4,7.11575,0.2557,0.2557,1.38930649381077,1.19990614734866
"170C_57_5","57","CC","170C","OC","170C_57",5,7.05545,0.2522,0.2522,1.49600313811967,1.24175283111768
"145B_57_1","57","CC","145B","OA","145B_57",1,5.51905,0.1861,0.1861,0.871137803944471,0.900774443368829
"145B_57_2","57","CC","145B","OA","145B_57",2,5.63365,0.1873,0.1873,0.812432401251749,0.851363636363637
"145B_57_3","57","CC","145B","OA","145B_57",3,5.57875,0.1893,0.1893,0.932145333634093,0.913610038610039
"145B_57_4","57","CC","145B","OA","145B_57",4,5.5164,0.1875,0.1875,0.849140684527703,0.882352941176471
"145B_57_5","57","CC","145B","OA","145B_57",5,5.4361,0.1873,0.1873,0.908378450638327,0.930452061599602
"157B_57_1","57","CC","157B","OC","157B_57",1,6.1353,0.2346,0.2346,1.04438637853112,1.10192578675435
"157B_57_2","57","CC","157B","OC","157B_57",2,6.0129,0.2341,0.2341,0.976508513938173,1.06457480673033
"157B_57_3","57","CC","157B","OC","157B_57",3,5.91539999999999,0.2283,0.2283,0.973151712565392,1.05596669750231
"157B_57_4","57","CC","157B","OC","157B_57",4,6.15795,0.2271,0.2271,0.98969792913911,1.07122641509434
"157B_57_5","57","CC","157B","OC","157B_57",5,6.3092,0.2139,0.2139,1.10083227191039,1.02985074626866
"154C_57_1","57","CC","154C","OA","154C_57",1,3.9716,0.1654,0.1654,0.673529262129665,0.625804010594022
"154C_57_2","57","CC","154C","OA","154C_57",2,3.949,0.1582,0.1582,0.696896700814429,0.593843843843844
"154C_57_3","57","CC","154C","OA","154C_57",3,3.81065,0.1542,0.1542,0.775539070529454,0.654499151103565
"154C_57_4","57","CC","154C","OA","154C_57",4,3.7294,0.1527,0.1527,0.639954698332075,0.595553822152886
"154C_57_5","57","CC","154C","OA","154C_57",5,4.0117,0.1605,0.1605,0.746696199233146,0.631392604248623
"165A_57_1","57","CC","165A","OC","165A_57",1,6.16615,0.2132,0.2132,0.861019765550273,0.93920704845815
"165A_57_2","57","CC","165A","OC","165A_57",2,6.11195000000001,0.2088,0.2088,0.881503703009282,0.958677685950413
"165A_57_3","57","CC","165A","OC","165A_57",3,6.05145,0.2028,0.2028,0.891768225290676,0.953007518796992
"165A_57_4","57","CC","165A","OC","165A_57",4,6.33725,0.2069,0.2069,0.949877466593721,0.965919701213819
"165A_57_5","57","CC","165A","OC","165A_57",5,5.88665,0.1886,0.1886,0.907138729437146,0.899380066762041
"144A_57_1","57","CC","144A","OA","144A_57",1,6.64365,0.2344,0.2344,0.837438392598289,0.855162349507479
"144A_57_2","57","CC","144A","OA","144A_57",2,6.4945,0.225,0.225,0.801755479701494,0.833333333333333
"144A_57_3","57","CC","144A","OA","144A_57",3,6.74255,0.2204,0.2204,0.849910188132229,0.863298080689385
"144A_57_4","57","CC","144A","OA","144A_57",4,6.6196,0.2187,0.2187,0.81447941531117,0.813313499442172
"144A_57_5","57","CC","144A","OA","144A_57",5,6.7076,0.2209,0.2209,0.835796346599547,0.843129770992366
"122A_57_1","57","CC","122A","OC","122A_57",1,6.4258,0.2418,0.2418,1.01579221928896,1.09164785553047
"122A_57_2","57","CC","122A","OC","122A_57",2,5.96735,0.2234,0.2234,0.937746523139781,0.984140969162996
"122A_57_3","57","CC","122A","OC","122A_57",3,6.21705,0.232,0.232,0.948292035600705,1.04835065521916
"122A_57_4","57","CC","122A","OC","122A_57",4,6.3224,0.232,0.232,1.00391409630424,1.0242825607064
"122A_57_5","57","CC","122A","OC","122A_57",5,6.31175,0.2184,0.2184,0.995057621667639,0.940163581575549
"149A_57_1","57","CC","149A","OE","149A_57",1,6.8252,0.23,0.23,1.0604805817323,1.0217681030653
"149A_57_2","57","CC","149A","OE","149A_57",2,6.9429,0.2419,0.2419,1.10731174392549,1.06751985878199
"149A_57_3","57","CC","149A","OE","149A_57",3,7.15255,0.2536,0.2536,1.10457269049016,1.09122203098107
"149A_57_4","57","CC","149A","OE","149A_57",4,7.06890000000001,0.2549,0.2549,1.14165509221874,1.10012947777298
"149A_57_5","57","CC","149A","OE","149A_57",5,6.6103,0.2376,0.2376,1.12911656190216,1.16527709661599
"41_57_1","57","CC","41","CC","41_57",1,6.2122,0.2317,0.2317,0.998152224560953,1.03161175422974
"41_57_2","57","CC","41","CC","41_57",2,6.08995,0.2316,0.2316,0.985987209584716,1.03024911032028
"41_57_3","57","CC","41","CC","41_57",3,6.36675,0.2469,0.2469,0.946454188004965,1.0202479338843
"41_57_4","57","CC","41","CC","41_57",4,6.05375,0.2443,0.2443,0.847104836001343,0.940700808625337
"41_57_5","57","CC","41","CC","41_57",5,6.18795,0.2347,0.2347,0.947096547079712,0.983242563887725
"126B_57_1","57","CC","126B","OC","126B_57",1,5.5572,0.1828,0.1828,0.794549730846493,0.753193242686444
"126B_57_2","57","CC","126B","OC","126B_57",2,4.649,0.18,0.18,0.782712640581857,0.745959386655616
"126B_57_3","57","CC","126B","OC","126B_57",3,4.26645,0.1735,0.1735,0.744587649106886,0.735169491525424
"126B_57_4","57","CC","126B","OC","126B_57",4,4.74455,0.1822,0.1822,0.807837361552148,0.759166666666667
"126B_57_5","57","CC","126B","OC","126B_57",5,4.4411,0.1721,0.1721,0.754987377493688,0.726160337552742
"53_57_1","57","CC","53","CC","53_57",1,6.01175,0.238,0.238,0.84311539324582,0.965909090909091
"53_57_2","57","CC","53","CC","53_57",2,5.4654,0.2304,0.2304,0.773966055611022,0.945036915504512
"53_57_3","57","CC","53","CC","53_57",3,5.71785,0.2391,0.2391,0.817156740147915,1.00293624161074
"53_57_4","57","CC","53","CC","53_57",4,5.77085,0.2339,0.2339,0.764670027892432,0.904136064940085
"53_57_5","57","CC","53","CC","53_57",5,6.66705,0.2496,0.2496,0.894299837023226,0.972341254382548
"135B_57_1","57","CC","135B","OE","135B_57",1,6.70005,0.2568,0.2568,1.15766602448359,1.06955435235319
"135B_57_2","57","CC","135B","OE","135B_57",2,6.4997,0.2532,0.2532,1.08578062877953,1.03983572895277
"135B_57_3","57","CC","135B","OE","135B_57",3,6.35715,0.245,0.245,1.05411388207203,0.993109039319011
"135B_57_4","57","CC","135B","OE","135B_57",4,6.34005,0.2459,0.2459,0.969241352952417,0.949787562765546
"135B_57_5","57","CC","135B","OE","135B_57",5,5.86705,0.2312,0.2312,1.0092286785702,0.957746478873239
"57_57_1","57","CC","57","CC","57_57",1,5.70075,0.2304,0.2304,1,1
"57_57_2","57","CC","57","CC","57_57",2,3.83035,0.1788,0.1788,1,1
"57_57_3","57","CC","57","CC","57_57",3,5.66575,0.2204,0.2204,1,1
"57_57_4","57","CC","57","CC","57_57",4,5.92295,0.2337,0.2337,1,1
"57_57_5","57","CC","57","CC","57_57",5,6.8798,0.2536,0.2536,1,1
"135A_57_1","57","CC","135A","OE","135A_57",1,6.04515,0.2195,0.2195,1.02761487072263,1.11761710794297
"135A_57_2","57","CC","135A","OE","135A_57",2,5.66365,0.2218,0.2218,0.982726610216548,1.11011011011011
"135A_57_3","57","CC","135A","OE","135A_57",3,5.23364999999999,0.204,0.204,0.921246952587988,1.05371900826446
"135A_57_4","57","CC","135A","OE","135A_57",4,5.27545,0.199,0.199,0.985816663085015,0.948070509766555
"135A_57_5","57","CC","135A","OE","135A_57",5,5.05815,0.1948,0.1948,0.868702394957622,0.938342967244702
"77_57_1","57","CC","77","CC","77_57",1,5.7253,0.2317,0.2317,0.772259465583987,0.876987130961393
"77_57_2","57","CC","77","CC","77_57",2,5.802,0.2355,0.2355,0.769485815837987,0.890359168241966
"77_57_3","57","CC","77","CC","77_57",3,5.60805,0.2336,0.2336,0.757721720802032,0.890243902439025
"77_57_4","57","CC","77","CC","77_57",4,5.66845,0.2326,0.2326,0.746094109904574,0.863720757519495
"77_57_5","57","CC","77","CC","77_57",5,6.65265,0.2533,0.2533,0.759170608406891,0.919419237749546
"159_57_1","57","CC","159","OE","159_57",1,6.831,0.2655,0.2655,0.936998477428913,1.11601513240858
"159_57_2","57","CC","159","OE","159_57",2,6.39605,0.2525,0.2525,0.855218382505332,1.02226720647773
"159_57_3","57","CC","159","OE","159_57",3,6.07945,0.2373,0.2373,0.80456978752407,0.939058171745152
"159_57_4","57","CC","159","OE","159_57",4,5.85375,0.2276,0.2276,0.787535315484999,0.937783271528636
"159_57_5","57","CC","159","OE","159_57",5,6.18505,0.2362,0.2362,0.836761751435742,0.965658217497956
"74_57_1","57","CC","74","CC","74_57",1,6.2534,0.2598,0.2598,0.884610487898035,0.909345467273364
"74_57_2","57","CC","74","CC","74_57",2,6.45795,0.2576,0.2576,0.906359866108083,0.910891089108911
"74_57_3","57","CC","74","CC","74_57",3,6.5426,0.2612,0.2612,0.8962342981603,0.920042268404368
"74_57_4","57","CC","74","CC","74_57",4,6.57185,0.2653,0.2653,0.910701541659449,0.916407599309153
"74_57_5","57","CC","74","CC","74_57",5,7.29485,0.2716,0.2716,0.902258475467218,0.932692307692308
"168A_57_1","57","CC","168A","OE","168A_57",1,5.40265,0.1868,0.1868,1.67995460128422,1.39507094846901
"168A_57_2","57","CC","168A","OE","168A_57",2,5.10295,0.1821,0.1821,1.64608635344591,1.38901601830664
"168A_57_3","57","CC","168A","OE","168A_57",3,4.4975,0.1695,0.1695,1.31432829714486,1.24084919472914
"168A_57_4","57","CC","168A","OE","168A_57",4,4.29585,0.1644,0.1644,1.32395907171695,1.29857819905213
"168A_57_5","57","CC","168A","OE","168A_57",5,4.1718,0.1586,0.1586,1.25732368896926,1.24294670846395
"67_57_1","57","CC","67","CC","67_57",1,6.509,0.2402,0.2402,1.04108186783746,0.922072936660269
"67_57_2","57","CC","67","CC","67_57",2,6.0261,0.2203,0.2203,1.00501163265817,0.920601755119097
"67_57_3","57","CC","67","CC","67_57",3,5.7985,0.2256,0.2256,0.948086984957489,0.934548467274234
"67_57_4","57","CC","67","CC","67_57",4,5.75285,0.2226,0.2226,0.886403907489869,0.881235154394299
"67_57_5","57","CC","67","CC","67_57",5,6.79585,0.253,0.253,1.0385253104107,1.02139685102947
"152B_77_1","77","CC","152B","OA","152B_77",1,8.15099999999999,0.2784,0.2784,0.99205238367635,0.98828541001065
"152B_77_2","77","CC","152B","OA","152B_77",2,8.1309,0.2801,0.2801,0.95311721575224,0.931183510638298
"152B_77_3","77","CC","152B","OA","152B_77",3,8.3267,0.281,0.281,1.05596418697847,1.00392997499107
"152B_77_4","77","CC","152B","OA","152B_77",4,8.25935,0.2737,0.2737,1.07278914657194,0.980300859598854
"152B_77_5","77","CC","152B","OA","152B_77",5,8.40415,0.2751,0.2751,1.08681146019902,0.973805309734513
"147A_77_1","77","CC","147A","OC","147A_77",1,7.98795,0.2793,0.2793,1.37251179133841,1.24078187472235
"147A_77_2","77","CC","147A","OC","147A_77",2,7.87045,0.2798,0.2798,1.37765077586886,1.27181818181818
"147A_77_3","77","CC","147A","OC","147A_77",3,7.97245,0.2827,0.2827,1.41105309734513,1.31244196843083
"147A_77_4","77","CC","147A","OC","147A_77",4,7.88179999999999,0.2873,0.2873,1.33094673207305,1.36874702239162
"147A_77_5","77","CC","147A","OC","147A_77",5,8.19015,0.2967,0.2967,1.42075407873852,1.39426691729323
"137B_77_1","77","CC","137B","OA","137B_77",1,8.04115,0.2609,0.2609,1.36640384713419,1.18321995464853
"137B_77_2","77","CC","137B","OA","137B_77",2,8.36315,0.27,0.27,1.3887315991797,1.2
"137B_77_3","77","CC","137B","OA","137B_77",3,8.29325000000001,0.2773,0.2773,1.39675789473684,1.22644847412649
"137B_77_4","77","CC","137B","OA","137B_77",4,8.0199,0.2587,0.2587,1.32700708187173,1.13764291996482
"137B_77_5","77","CC","137B","OA","137B_77",5,8.29725,0.2623,0.2623,1.27831914647768,1.15195432586737
"158_77_1","77","CC","158","OC","158_77",1,6.2016,0.223,0.223,1.10305574330333,1.06494746895893
"158_77_2","77","CC","158","OC","158_77",2,5.69485,0.216,0.216,0.905698336461083,1.01503759398496
"158_77_3","77","CC","158","OC","158_77",3,6.48265,0.2299,0.2299,1.09677446642924,1.08443396226415
"158_77_4","77","CC","158","OC","158_77",4,6.65625,0.2472,0.2472,1.068710563075,1.13290559120073
"158_77_5","77","CC","158","OC","158_77",5,6.89155,0.2626,0.2626,0.999115640834197,1.17705064993277
"152A_77_1","77","CC","152A","OA","152A_77",1,7.90465,0.2646,0.2646,1.32229006356641,1.15646853146853
"152A_77_2","77","CC","152A","OA","152A_77",2,7.91645,0.2673,0.2673,1.25095008967582,1.12169534200587
"152A_77_3","77","CC","152A","OA","152A_77",3,7.77475,0.2595,0.2595,1.24410929311517,1.13121185701831
"152A_77_4","77","CC","152A","OA","152A_77",4,7.99505,0.2593,0.2593,1.20687286779579,1.04136546184739
"152A_77_5","77","CC","152A","OA","152A_77",5,8.06935000000003,0.2618,0.2618,1.23653986131863,1.07648026315789
"170C_77_1","77","CC","170C","OC","170C_77",1,7.08435,0.2682,0.2682,1.37967398924982,1.2497670083877
"170C_77_2","77","CC","170C","OC","170C_77",2,6.7225,0.2555,0.2555,1.16387780365135,1.10701906412478
"170C_77_3","77","CC","170C","OC","170C_77",3,6.7063,0.2535,0.2535,1.45827172305819,1.25744047619048
"170C_77_4","77","CC","170C","OC","170C_77",4,6.7068,0.264,0.264,1.30946151743528,1.23885499765368
"170C_77_5","77","CC","170C","OC","170C_77",5,6.84345,0.2682,0.2682,1.45105169416055,1.3205317577548
"145B_77_1","77","CC","145B","OA","145B_77",1,5.79949999999999,0.197,0.197,0.915404588466485,0.953533397870281
"145B_77_2","77","CC","145B","OA","145B_77",2,6.15365,0.2167,0.2167,0.887421945978687,0.985
"145B_77_3","77","CC","145B","OA","145B_77",3,5.95255,0.2036,0.2036,0.994603039341002,0.982625482625483
"145B_77_4","77","CC","145B","OA","145B_77",4,5.73855,0.2027,0.2027,0.883336283662616,0.953882352941176
"145B_77_5","77","CC","145B","OA","145B_77",5,6.2103,0.213,0.213,1.03774814517746,1.05812220566319
"157B_77_1","77","CC","157B","OC","157B_77",1,6.43935,0.2504,0.2504,1.09614353439838,1.17613903240958
"157B_77_2","77","CC","157B","OC","157B_77",2,5.7645,0.2279,0.2279,0.936167794008981,1.03638017280582
"157B_77_3","77","CC","157B","OC","157B_77",3,5.78535,0.2239,0.2239,0.951756983515941,1.03561517113784
"157B_77_4","77","CC","157B","OC","157B_77",4,6.43265000000001,0.2423,0.2423,1.03384736541815,1.14292452830189
"157B_77_5","77","CC","157B","OC","157B_77",5,6.29824999999998,0.2427,0.2427,1.09892171060667,1.16851227732306
"154C_77_1","77","CC","154C","OA","154C_77",1,4.6201,0.1878,0.1878,0.783506028795767,0.7105561861521
"154C_77_2","77","CC","154C","OA","154C_77",2,4.69825,0.1985,0.1985,0.82912001129435,0.74512012012012
"154C_77_3","77","CC","154C","OA","154C_77",3,4.3803,0.1761,0.1761,0.891473578166499,0.747453310696095
"154C_77_4","77","CC","154C","OA","154C_77",4,4.6997,0.1915,0.1915,0.806455487679318,0.746879875195008
"154C_77_5","77","CC","154C","OA","154C_77",5,4.97195,0.2052,0.2052,0.925427167479433,0.807238394964595
"165A_77_1","77","CC","165A","OC","165A_77",1,6.9576,0.2294,0.2294,0.971535094149927,1.01057268722467
"165A_77_2","77","CC","165A","OC","165A_77",2,7.3102,0.2302,0.2302,1.05432282164259,1.05693296602388
"165A_77_3","77","CC","165A","OC","165A_77",3,7.00045,0.2238,0.2238,1.03161702942867,1.05169172932331
"165A_77_4","77","CC","165A","OC","165A_77",4,6.68185,0.2141,0.2141,1.00152885717926,0.99953314659197
"165A_77_5","77","CC","165A","OC","165A_77",5,6.99135,0.2317,0.2317,1.07737411873483,1.10491177873152
"144A_77_1","77","CC","144A","OA","144A_77",1,6.6184,0.2489,0.2489,0.834255606115992,0.908062750820868
"144A_77_2","77","CC","144A","OA","144A_77",2,6.8448,0.2533,0.2533,0.845000524668687,0.938148148148148
"144A_77_3","77","CC","144A","OA","144A_77",3,6.6375,0.2387,0.2387,0.83666845239971,0.934978456717587
"144A_77_4","77","CC","144A","OA","144A_77",4,6.83695,0.2391,0.2391,0.841222285109629,0.889178133134994
"144A_77_5","77","CC","144A","OA","144A_77",5,7.0405,0.2403,0.2403,0.877277145064421,0.917175572519084
"122A_77_1","77","CC","122A","OC","122A_77",1,6.53965,0.2487,0.2487,1.03378965838853,1.12279909706546
"122A_77_2","77","CC","122A","OC","122A_77",2,6.21265,0.2364,0.2364,0.976294492024829,1.04140969162996
"122A_77_3","77","CC","122A","OC","122A_77",3,6.57505,0.2231,0.2231,1.00289808650026,1.0081337550836
"122A_77_4","77","CC","122A","OC","122A_77",4,6.6777,0.2348,0.2348,1.06033107062046,1.03664459161148
"122A_77_5","77","CC","122A","OC","122A_77",5,6.93265,0.2477,0.2477,1.09294351342404,1.06629358588033
"149A_77_1","77","CC","149A","OE","149A_77",1,6.7242,0.231,0.231,1.0447874828114,1.02621057307863
"149A_77_2","77","CC","149A","OE","149A_77",2,7.15005,0.262,0.262,1.14034975797641,1.15622241835834
"149A_77_3","77","CC","149A","OE","149A_77",3,7.4484,0.2746,0.2746,1.15026098773821,1.1815834767642
"149A_77_4","77","CC","149A","OE","149A_77",4,7.1514,0.2548,0.2548,1.15497916599373,1.09969788519638
"149A_77_5","77","CC","149A","OE","149A_77",5,7.2197,0.2482,0.2482,1.23320921016671,1.21726336439431
"41_77_1","77","CC","41","CC","41_77",1,6.639,0.2446,0.2446,1.06672879476839,1.08904719501336
"41_77_2","77","CC","41","CC","41_77",2,6.8281,0.2492,0.2492,1.10549664049219,1.1085409252669
"41_77_3","77","CC","41","CC","41_77",3,6.9957,0.2607,0.2607,1.03995124090412,1.07727272727273
"41_77_4","77","CC","41","CC","41_77",4,8.18304999999999,0.2591,0.2591,1.14505905071085,0.997689641894493
"41_77_5","77","CC","41","CC","41_77",5,8.08205,0.252,0.252,1.2369979796743,1.05571847507331
"126B_77_1","77","CC","126B","OC","126B_77",1,6.5532,0.2032,0.2032,0.936954454794364,0.837247630819942
"126B_77_2","77","CC","126B","OC","126B_77",2,4.82795,0.1948,0.1948,0.812840932049297,0.807293825113966
"126B_77_3","77","CC","126B","OC","126B_77",3,5.6137,0.2141,0.2141,0.979711864850479,0.907203389830508
"126B_77_4","77","CC","126B","OC","126B_77",4,5.57375,0.2084,0.2084,0.949022245302776,0.868333333333333
"126B_77_5","77","CC","126B","OC","126B_77",5,5.606,0.2051,0.2051,0.953020476510238,0.865400843881856
"53_77_1","77","CC","53","CC","53_77",1,7.29815,0.2736,0.2736,1.02352602939527,1.11038961038961
"53_77_2","77","CC","53","CC","53_77",2,7.71515,0.2746,0.2746,1.09255758296691,1.12633305988515
"53_77_3","77","CC","53","CC","53_77",3,8.4504,0.2902,0.2902,1.20767444353139,1.21728187919463
"53_77_4","77","CC","53","CC","53_77",4,9.5675,0.2822,0.2822,1.26774747079907,1.09083880943177
"53_77_5","77","CC","53","CC","53_77",5,9.62885,0.2929,0.2929,1.29158758157222,1.14102064666926
"135B_77_1","77","CC","135B","OE","135B_77",1,7.20205,0.2689,0.2689,1.24440393603511,1.11995002082466
"135B_77_2","77","CC","135B","OE","135B_77",2,6.5959,0.2651,0.2651,1.10185092379139,1.08870636550308
