"inoc_sup_strain_rep","supernatant","sup_geno","inoculant","inoc_geno","inoc_sup_strain","rep","AUC","MaxOD","OD_62h","MaxGrowthRate","TimeMaxGrowthRate","AbsMaxGrowthRate","AUC_index","RGI","MaxGrowthRate_index"
"77_147A_3","147A","OC","77","CC","77_147A",3,5.9447,0.235,0.235,0.00405625,48,0.1723,0.803207587958709,0.895579268292683,0.944687045123726
"77_147A_4","147A","OC","77","CC","77_147A",4,5.99005,0.2363,0.2363,0.004025,48,0.1706,0.788423823626193,0.877460081693279,0.899022801302932
"77_147A_5","147A","OC","77","CC","77_147A",5,5.79,0.224,0.224,0.00382916666666667,48,0.1678,0.660728855820748,0.813067150635209,0.83888635326335
"159_147A_1","147A","OC","159","OE","159_147A",1,6.72735000000001,0.234,0.234,0.0038625,24,0.0591,0.922780955516235,0.983606557377049,0.939209726443769
"159_147A_2","147A","OC","159","OE","159_147A",2,6.98635000000001,0.2488,0.2488,0.003975,24,0.0645,0.934147629648944,1.00728744939271,0.995824634655532
"159_147A_3","147A","OC","159","OE","159_147A",3,6.9551,0.2477,0.2477,0.004,24,0.0608,0.920455522984588,0.980213692125049,1.00576217915139
"159_147A_4","147A","OC","159","OE","159_147A",4,6.59825,0.2384,0.2384,0.0038375,24,0.0553,0.887696757702139,0.982282653481665,0.961377870563674
"159_147A_5","147A","OC","159","OE","159_147A",5,6.43315,0.2381,0.2381,0.00388541666666667,48,0.1835,0.870326652371257,0.973426001635323,0.979002624671916
"74_147A_1","147A","OC","74","CC","74_147A",1,5.7549,0.2465,0.2465,0.00442291666666667,48,0.1702,0.814092317268111,0.862793139656983,0.911158798283262
"74_147A_2","147A","OC","74","CC","74_147A",2,6.4254,0.2532,0.2532,0.00425,48,0.1824,0.901791541230711,0.895332390381895,0.906263882718792
"74_147A_3","147A","OC","74","CC","74_147A",3,5.8246,0.2399,0.2399,0.00415208333333333,48,0.164,0.797879481102999,0.845015850651638,0.883421985815603
"74_147A_4","147A","OC","74","CC","74_147A",4,5.92825,0.2416,0.2416,0.00414583333333333,48,0.1713,0.821513944223107,0.83454231433506,0.845010615711253
"74_147A_5","147A","OC","74","CC","74_147A",5,5.88545,0.2368,0.2368,0.00409583333333333,48,0.1753,0.727937811529851,0.813186813186813,0.923438233912635
"168A_147A_1","147A","OC","168A","OE","168A_147A",1,3.44455,0.125,0.125,0.00202291666666667,48,0.0962,1.07108319470141,0.933532486930545,0.810517529215359
"168A_147A_2","147A","OC","168A","OE","168A_147A",2,3.61685,0.1419,0.1419,0.00234583333333333,48,0.1028,1.16670698859696,1.08237986270023,0.955046649703138
"168A_147A_3","147A","OC","168A","OE","168A_147A",3,3.4904,0.1431,0.1431,0.00245833333333333,48,0.1007,1.02001811858909,1.04758418740849,0.964840556009812
"168A_147A_4","147A","OC","168A","OE","168A_147A",4,3.4462,0.1387,0.1387,0.00236041666666667,48,0.096,1.06210127284495,1.0955766192733,0.980952380952381
"168A_147A_5","147A","OC","168A","OE","168A_147A",5,3.51795,0.1362,0.1362,0.00222916666666667,48,0.0945,1.06026220614828,1.06739811912226,0.924805531547105
"67_147A_1","147A","OC","67","CC","67_147A",1,6.4059,0.2314,0.2314,0.00371666666666667,24,0.0614,1.02459154051006,0.888291746641075,0.820984813621721
"67_147A_2","147A","OC","67","CC","67_147A",2,6.00905,0.2244,0.2244,0.00360833333333333,48,0.1691,1.00216809399521,0.937735060593398,0.903023983315954
"67_147A_3","147A","OC","67","CC","67_147A",3,5.9167,0.2226,0.2226,0.00359791666666667,48,0.1699,0.96741334205363,0.922120961060481,0.905136268343816
"67_147A_4","147A","OC","67","CC","67_147A",4,6.4065,0.2337,0.2337,0.00381875,24,0.0587,0.987118842544799,0.925178147268408,0.921105527638191
"67_147A_5","147A","OC","67","CC","67_147A",5,6.77355,0.2402,0.2402,0.00396458333333333,24,0.0686,1.03511747851003,0.969721437222447,0.965989847715736
"152B_158_1","158","OC","152B","OA","152B_158",1,8.19455,0.2801,0.2801,0.0047375,24,0.0705,0.997352823046871,0.994320198793042,1.1812987012987
"152B_158_2","158","OC","152B","OA","152B_158",2,7.238,0.2604,0.2604,0.00437916666666667,24,0.0522,0.848450037217862,0.865691489361702,1.01841085271318
"152B_158_3","158","OC","152B","OA","152B_158",3,7.1115,0.2529,0.2529,0.00441875,24,0.0495,0.901856595733888,0.903536977491961,1.04328578455484
"152B_158_4","158","OC","152B","OA","152B_158",4,7.2172,0.2574,0.2574,0.00435833333333333,24,0.0544,0.937426532189454,0.921919770773639,1.01899659035558
"152B_158_5","158","OC","152B","OA","152B_158",5,6.9873,0.2499,0.2499,0.0042625,24,0.0514,0.903586646579204,0.884601769911504,0.996105160662123
"147A_158_1","158","OC","147A","OC","147A_158",1,6.9236,0.2597,0.2597,0.004275,48,0.2037,1.18963221333517,1.15370946246113,1.0990894483128
"147A_158_2","158","OC","147A","OC","147A_158",2,7.07995,0.2559,0.2559,0.00428958333333333,24,0.06,1.23928093191784,1.16318181818182,1.11963023382273
"147A_158_3","158","OC","147A","OC","147A_158",3,7.5302,0.2665,0.2665,0.00445833333333333,24,0.0702,1.33277876106195,1.2372330547818,1.19486320491346
"147A_158_4","158","OC","147A","OC","147A_158",4,8.1094,0.2847,0.2847,0.00485208333333333,24,0.0765,1.3693800184061,1.35636017151024,1.30769230769231
"147A_158_5","158","OC","147A","OC","147A_158",5,8.0052,0.2686,0.2686,0.00490416666666667,24,0.0738,1.38867060445994,1.26221804511278,1.34437464306111
"137B_158_1","158","OC","137B","OA","137B_158",1,7.12565,0.2352,0.2352,0.00406041666666667,24,0.065,1.21083620792197,1.06666666666667,1.05067385444744
"137B_158_2","158","OC","137B","OA","137B_158",2,6.78545,0.2286,0.2286,0.00401666666666667,24,0.0559,1.12674875252194,1.016,1.02553191489362
"137B_158_3","158","OC","137B","OA","137B_158",3,7.389,0.2415,0.2415,0.00431875,24,0.0677,1.24446315789474,1.06811145510836,1.06198770491803
"137B_158_4","158","OC","137B","OA","137B_158",4,6.8272,0.2323,0.2323,0.0040875,24,0.0552,1.12965781984248,1.02154793315743,1.02561421850497
"137B_158_5","158","OC","137B","OA","137B_158",5,6.5529,0.2203,0.2203,0.00390416666666667,24,0.0574,1.0095751646574,0.967501097935881,1.0353591160221
"158_158_1","158","OC","158","OC","158_158",1,5.6222,0.2094,0.2094,0.00329791666666667,24,0.0553,1,1,1
"158_158_2","158","OC","158","OC","158_158",2,6.2878,0.2128,0.2128,0.00353125,24,0.0765,1,1,1
"158_158_3","158","OC","158","OC","158_158",3,5.91065,0.212,0.212,0.0034,24,0.0619,1,1,1
"158_158_4","158","OC","158","OC","158_158",4,6.2283,0.2182,0.2182,0.00354791666666667,24,0.0695,1,1,1
"158_158_5","158","OC","158","OC","158_158",5,6.89765,0.2231,0.2231,0.00394375,24,0.0844,1,1,1
"152A_158_1","158","OC","152A","OA","152A_158",1,7.1876,0.2443,0.2443,0.00427083333333333,24,0.0576,1.20234192037471,1.06774475524475,1.04966717869944
"152A_158_2","158","OC","152A","OA","152A_158",2,6.77,0.2409,0.2409,0.00413541666666667,24,0.0493,1.06978912354721,1.01091061686949,1.00659229208925
"152A_158_3","158","OC","152A","OA","152A_158",3,6.8054,0.2379,0.2379,0.00414166666666667,24,0.0538,1.08899467936152,1.03705318221447,0.949832775919733
"152A_158_4","158","OC","152A","OA","152A_158",4,6.9703,0.2433,0.2433,0.00425208333333333,24,0.0551,1.05218428282462,0.97710843373494,0.987421383647799
"152A_158_5","158","OC","152A","OA","152A_158",5,7.3005,0.2548,0.2548,0.00439166666666667,24,0.0602,1.11872198597862,1.04769736842105,1.00764818355641
"170C_158_1","158","OC","170C","OC","170C_158",1,6.18595,0.2404,0.2404,0.00402083333333333,48,0.1815,1.20471099166472,1.12022367194781,1.05005440696409
"170C_158_2","158","OC","170C","OC","170C_158",2,6.9243,0.2494,0.2494,0.00406041666666667,24,0.0673,1.19881577922247,1.08058925476603,1.0356004250797
"170C_158_3","158","OC","170C","OC","170C_158",3,6.4945,0.2416,0.2416,0.00388125,24,0.0583,1.41221623032095,1.1984126984127,1.0338512763596
"170C_158_4","158","OC","170C","OC","170C_158",4,6.87835,0.2424,0.2424,0.00401458333333333,24,0.069,1.34295560154633,1.13749413420929,1.06287920573635
"170C_158_5","158","OC","170C","OC","170C_158",5,7.0598,0.2463,0.2463,0.00411666666666667,24,0.0782,1.49692549086129,1.21270310192024,1.10267857142857
"145B_158_1","158","OC","145B","OA","145B_158",1,4.66175,0.1622,0.1622,0.00296875,24,0.0304,0.735819870727416,0.785091965150048,0.821799307958478
"145B_158_2","158","OC","145B","OA","145B_158",2,5.21995,0.1858,0.1858,0.00319375,24,0.0392,0.752772449994954,0.844545454545454,0.829545454545455
"145B_158_3","158","OC","145B","OA","145B_158",3,4.67815,0.1732,0.1732,0.00308958333333333,48,0.1476,0.781665371730285,0.835907335907336,0.869794721407625
"145B_158_4","158","OC","145B","OA","145B_158",4,4.3388,0.167,0.167,0.00307916666666667,48,0.1404,0.667872453416866,0.785882352941176,0.829405162738496
"145B_158_5","158","OC","145B","OA","145B_158",5,4.0747,0.1608,0.1608,0.00305208333333333,48,0.1363,0.680886972795937,0.798807749627422,0.891119221411192
"157B_158_1","158","OC","157B","OC","157B_158",1,5.7106,0.2243,0.2243,0.00380416666666667,48,0.1733,0.972091479347354,1.05354626585251,1.10132689987937
"157B_158_2","158","OC","157B","OC","157B_158",2,5.43335,0.2237,0.2237,0.00389791666666667,48,0.1653,0.88238828754943,1.01728058208276,1.059456398641
"157B_158_3","158","OC","157B","OC","157B_158",3,5.7479,0.2254,0.2254,0.00378333333333333,48,0.172,0.945596025400585,1.04255319148936,1.07646710136337
"157B_158_4","158","OC","157B","OC","157B_158",4,5.6094,0.2209,0.2209,0.00363333333333333,48,0.1673,0.901535667505082,1.04198113207547,1.02347417840376
"157B_158_5","158","OC","157B","OC","157B_158",5,6.5441,0.2344,0.2344,0.00383333333333333,24,0.067,1.14181773768604,1.12855079441502,1.13370301910043
"154C_158_1","158","OC","154C","OA","154C_158",1,3.5401,0.1587,0.1587,0.00318958333333333,48,0.1192,0.60035273966795,0.600454029511918,0.584797555385791
"154C_158_2","158","OC","154C","OA","154C_158",2,2.6695,0.1372,0.1372,0.00303541666666667,48,0.0999,0.471097934369237,0.515015015015015,0.542644320297952
"154C_158_3","158","OC","154C","OA","154C_158",3,2.58245,0.1327,0.1327,0.00291875,48,0.0955,0.525577230312096,0.563242784380306,0.571836734693878
"154C_158_4","158","OC","154C","OA","154C_158",4,2.66995,0.133,0.133,0.00290208333333333,48,0.0996,0.458156016198778,0.518720748829953,0.550592885375494
"154C_158_5","158","OC","154C","OA","154C_158",5,2.7742,0.1386,0.1386,0.00298958333333333,48,0.1009,0.516360793656703,0.545239968528718,0.557065217391304
"165A_158_1","158","OC","165A","OC","165A_158",1,5.4817,0.1937,0.1937,0.00352291666666667,24,0.0449,0.765445545245726,0.853303964757709,0.869408740359897
"165A_158_2","158","OC","165A","OC","165A_158",2,5.404,0.1962,0.1962,0.00345208333333333,24,0.0459,0.779398720713055,0.900826446280992,0.888948497854077
"165A_158_3","158","OC","165A","OC","165A_158",3,6.0609,0.2078,0.2078,0.00371458333333333,24,0.0595,0.893160818756539,0.976503759398496,0.975382932166302
"165A_158_4","158","OC","165A","OC","165A_158",4,6.30949999999999,0.2085,0.2085,0.00377916666666667,24,0.0658,0.945718075738384,0.973389355742297,1.03302961275626
"165A_158_5","158","OC","165A","OC","165A_158",5,6.64375,0.2127,0.2127,0.00398333333333333,24,0.0711,1.02380860654159,1.01430615164521,1.07234997195738
"144A_158_1","158","OC","144A","OA","144A_158",1,6.97425,0.2315,0.2315,0.00443958333333333,24,0.057,0.879110836600154,0.844582269244801,0.955177050649933
"144A_158_2","158","OC","144A","OA","144A_158",2,5.83405,0.1991,0.1991,0.00391041666666667,24,0.038,0.720221965717531,0.737407407407407,0.855125284738041
"144A_158_3","158","OC","144A","OA","144A_158",3,5.2177,0.1906,0.1906,0.0035625,24,0.0268,0.657700185926323,0.746572659616138,0.800936768149883
"144A_158_4","158","OC","144A","OA","144A_158",4,5.6487,0.2011,0.2011,0.00374791666666667,24,0.0357,0.695019317370869,0.747861658609148,0.837523277467411
"144A_158_5","158","OC","144A","OA","144A_158",5,5.84165,0.205,0.205,0.00387708333333333,24,0.0398,0.727895182794627,0.782442748091603,0.87865911237016
"122A_158_1","158","OC","122A","OC","122A_158",1,6.1247,0.2163,0.2163,0.00367916666666667,24,0.0566,0.968194249039663,0.976523702031603,1.01494252873563
"122A_158_2","158","OC","122A","OC","122A_158",2,5.80255,0.2072,0.2072,0.00361041666666667,24,0.0528,0.911848825331972,0.912775330396476,0.985779294653015
"122A_158_3","158","OC","122A","OC","122A_158",3,6.43885,0.2148,0.2148,0.00372083333333333,24,0.0741,0.982123382219477,0.970628106642566,1.02232398397252
"122A_158_4","158","OC","122A","OC","122A_158",4,7.56415,0.2368,0.2368,0.004425,24,0.0929,1.20108769004803,1.04547461368653,1.22279792746114
"122A_158_5","158","OC","122A","OC","122A_158",5,8.1333,0.2571,0.2571,0.00456875,24,0.1031,1.28222793271429,1.10675850193715,1.2292600896861
"149A_158_1","158","OC","149A","OE","149A_158",1,6.105,0.24,0.24,0.00419166666666667,48,0.1776,0.948577910021054,1.06619280319858,1.15366972477064
"149A_158_2","158","OC","149A","OE","149A_158",2,5.8395,0.2324,0.2324,0.00417708333333333,48,0.1723,0.931332286026428,1.02559576345984,1.14505996573387
"149A_158_3","158","OC","149A","OE","149A_158",3,5.42505,0.2347,0.2347,0.00459583333333333,48,0.1736,0.837793804243753,1.00989672977625,1.23793490460157
"149A_158_4","158","OC","149A","OE","149A_158",4,5.5836,0.2357,0.2357,0.00447708333333333,48,0.1726,0.901773313091509,1.01726370306431,1.1679347826087
"149A_158_5","158","OC","149A","OE","149A_158",5,5.4779,0.2326,0.2326,0.00442708333333333,48,0.1693,0.935689396009838,1.14075527219225,1.30930375847197
"41_158_1","158","OC","41","CC","41_158",1,4.49835,0.2188,0.2188,0.00438541666666667,48,0.143,0.722777447499076,0.974176313446126,1.24629958555358
"41_158_2","158","OC","41","CC","41_158",2,4.6107,0.2182,0.2182,0.00430208333333333,48,0.1433,0.746490730996519,0.970640569395018,1.22697563874034
"41_158_3","158","OC","41","CC","41_158",3,4.61645,0.2278,0.2278,0.00457083333333333,48,0.1471,0.686261976081285,0.941322314049587,1.20087575259989
"41_158_4","158","OC","41","CC","41_158",4,4.9998,0.229,0.229,0.0044,48,0.155,0.69962498600694,0.881786676934925,1.10575916230367
"41_158_5","158","OC","41","CC","41_158",5,4.4785,0.2078,0.2078,0.00406458333333333,48,0.1403,0.685456716052406,0.870548806032677,1.14361078546307
"126B_158_1","158","OC","126B","OC","126B_158",1,4.48,0.18,0.18,0.0034,48,0.1408,0.640535304504479,0.741656365883807,0.852219321148825
"126B_158_2","158","OC","126B","OC","126B_158",2,4.5362,0.1843,0.1843,0.00345416666666667,48,0.1381,0.763721462724763,0.763779527559055,0.775854000935892
"126B_158_3","158","OC","126B","OC","126B_158",3,4.53565,0.1867,0.1867,0.003475,48,0.141,0.791568861857434,0.791101694915254,0.79618138424821
"126B_158_4","158","OC","126B","OC","126B_158",4,4.49815,0.1878,0.1878,0.00348958333333333,48,0.1366,0.7658837250879,0.7825,0.79686013320647
"126B_158_5","158","OC","126B","OC","126B_158",5,4.5624,0.1883,0.1883,0.00351458333333333,48,0.1414,0.775608387804193,0.794514767932489,0.816553727008712
"53_158_1","158","OC","53","CC","53_158",1,5.43985,0.2447,0.2447,0.00456041666666667,48,0.1691,0.762909514192752,0.993100649350649,1.08797216699801
"53_158_2","158","OC","53","CC","53_158",2,5.75465,0.2455,0.2455,0.00441041666666667,48,0.1771,0.81492731765689,1.00697292863002,1.0817577925396
"53_158_3","158","OC","53","CC","53_158",3,6.76235,0.2588,0.2588,0.00428125,48,0.2004,0.966429668798457,1.08557046979866,1.06201550387597
"53_158_4","158","OC","53","CC","53_158",4,6.23245,0.2534,0.2534,0.00448125,48,0.1892,0.825834619742011,0.979512949362196,1.02233840304183
"53_158_5","158","OC","53","CC","53_158",5,5.52855,0.2463,0.2463,0.00474791666666667,48,0.1791,0.741584563483813,0.959485781067394,1.08679065331426
"135B_158_1","158","OC","135B","OE","135B_158",1,5.6459,0.2474,0.2474,0.00478125,48,0.1755,0.975525049459616,1.03040399833403,1.0965121834687
"135B_158_2","158","OC","135B","OE","135B_158",2,5.35045,0.2462,0.2462,0.00484791666666667,48,0.17,0.893797400688249,1.01108829568788,1.1091515729266
"135B_158_3","158","OC","135B","OE","135B_158",3,5.6216,0.249,0.249,0.00481666666666667,48,0.1754,0.932148305365789,1.00932306445075,1.08595584781588
"135B_158_4","158","OC","135B","OE","135B_158",4,5.6866,0.2527,0.2527,0.00489791666666667,48,0.1806,0.869344544238486,0.976052529934337,1.08091954022988
"135B_158_5","158","OC","135B","OE","135B_158",5,5.28145,0.2494,0.2494,0.00496875,48,0.1698,0.908495888808614,1.03314001657001,1.12553091080698
"57_158_1","158","OC","57","CC","57_158",1,4.749,0.2097,0.2097,0.004075,48,0.1533,0.833048283120641,0.91015625,1.02194357366771
"57_158_2","158","OC","57","CC","57_158",2,5.9062,0.2264,0.2264,0.00364791666666667,48,0.1619,1.54194786377224,1.2662192393736,1.0869025450031
"57_158_3","158","OC","57","CC","57_158",3,4.5105,0.2064,0.2064,0.00403125,48,0.1413,0.796099369015576,0.936479128856625,1.07321131447587
"57_158_4","158","OC","57","CC","57_158",4,3.5219,0.1831,0.1831,0.00366666666666667,48,0.1117,0.594619235347251,0.783483097988874,0.897959183673469
"57_158_5","158","OC","57","CC","57_158",5,3.84975,0.1833,0.1833,0.00358125,48,0.1185,0.559572952702113,0.722791798107255,0.863819095477387
"135A_158_1","158","OC","135A","OE","135A_158",1,6.34435,0.2262,0.2262,0.00372708333333333,24,0.0512,1.07847586992367,1.15173116089613,1.1202254226675
"135A_158_2","158","OC","135A","OE","135A_158",2,5.8707,0.2272,0.2272,0.00394166666666667,48,0.1742,1.01865283176013,1.13713713713714,1.25464190981432
"135A_158_3","158","OC","135A","OE","135A_158",3,6.99964999999999,0.2296,0.2296,0.00397083333333333,24,0.0733,1.23210498059337,1.18595041322314,1.29132791327913
"135A_158_4","158","OC","135A","OE","135A_158",4,5.80625,0.2207,0.2207,0.00375625,48,0.1713,1.08500658712288,1.05145307289185,1.04947613504075
"135A_158_5","158","OC","135A","OE","135A_158",5,6.3817,0.2249,0.2249,0.00368541666666667,24,0.0555,1.09601298377886,1.08333333333333,1.17229953611663
"77_158_1","158","OC","77","CC","77_158",1,6.1046,0.2579,0.2579,0.00469791666666667,48,0.1866,0.823421503432834,0.976154428463285,1.08989850169164
"77_158_2","158","OC","77","CC","77_158",2,5.938,0.2558,0.2558,0.00468125,48,0.1805,0.787522711900373,0.96710775047259,1.07153075822604
"77_158_3","158","OC","77","CC","77_158",3,5.7112,0.2511,0.2511,0.00469791666666667,48,0.1762,0.771658649948657,0.956935975609756,1.09412906356138
"77_158_4","158","OC","77","CC","77_158",4,5.6736,0.2502,0.2502,0.00471041666666667,48,0.1731,0.746771964461994,0.929075380616413,1.05211726384365
"77_158_5","158","OC","77","CC","77_158",5,6.1336,0.2471,0.2471,0.00447291666666667,48,0.1862,0.699938948197261,0.896914700544465,0.979917845732542
"159_158_1","158","OC","159","OE","159_158",1,6.72465,0.2552,0.2552,0.00427916666666667,48,0.1945,0.922410600386816,1.07271963009668,1.04052684903749
"159_158_2","158","OC","159","OE","159_158",2,6.35105,0.252,0.252,0.00432083333333333,48,0.1829,0.849201414655997,1.02024291497976,1.08246346555324
"159_158_3","158","OC","159","OE","159_158",3,6.02775,0.2474,0.2474,0.004475,48,0.1795,0.797727678778214,0.979026513652552,1.12519643792562
"159_158_4","158","OC","159","OE","159_158",4,6.01215,0.2443,0.2443,0.00431666666666667,48,0.1772,0.80884568814745,1.00659250103008,1.08141962421712
"159_158_5","158","OC","159","OE","159_158",5,6.16565,0.2501,0.2501,0.00439375,48,0.1773,0.834137168291248,1.02248569092396,1.10708661417323
"74_158_1","158","OC","74","CC","74_158",1,5.43315,0.2552,0.2552,0.00489583333333333,48,0.1615,0.768577329504464,0.893244662233112,1.00858369098712
"74_158_2","158","OC","74","CC","74_158",2,5.50755,0.2549,0.2549,0.00481041666666667,48,0.1615,0.772973200564199,0.901343705799151,1.0257663260773
"74_158_3","158","OC","74","CC","74_158",3,5.41225,0.2566,0.2566,0.00494166666666667,48,0.1629,0.741393953507486,0.903839380063403,1.05141843971631
"74_158_4","158","OC","74","CC","74_158",4,5.002,0.2476,0.2476,0.00493125,48,0.1539,0.693157803568336,0.855267702936097,1.00509554140127
"74_158_5","158","OC","74","CC","74_158",5,7.464,0.2691,0.2691,0.0044625,24,0.0636,0.923179676194481,0.924107142857143,1.00610615312353
