"inoc_sup_strain_rep","supernatant","sup_geno","inoculant","inoc_geno","inoc_sup_strain","rep","AUC","MaxOD","OD_62h","MaxGrowthRate","TimeMaxGrowthRate","AbsMaxGrowthRate","AUC_index","RGI","MaxGrowthRate_index"
"77_168A_4","168A","OE","77","CC","77_168A",4,5.1479,0.2192,0.2192,0.00421666666666667,48,0.165,0.677578150707469,0.813962124025251,0.941833410888786
"77_168A_5","168A","OE","77","CC","77_168A",5,5.7744,0.2386,0.2386,0.00437291666666667,48,0.1781,0.658948653722164,0.866061705989111,0.958010041077134
"159_168A_1","168A","OE","159","OE","159_168A",1,6.00155,0.2348,0.2348,0.0041375,48,0.1839,0.823224009985872,0.986969314838167,1.00607902735562
"159_168A_2","168A","OE","159","OE","159_168A",2,5.90825,0.2252,0.2252,0.0039625,48,0.1773,0.789994451018539,0.911740890688259,0.992693110647182
"159_168A_3","168A","OE","159","OE","159_168A",3,4.76675,0.2049,0.2049,0.00405,48,0.155,0.630843749793215,0.810842896715473,1.01833420639078
"159_168A_4","168A","OE","159","OE","159_168A",4,4.5566,0.1976,0.1976,0.00402708333333333,48,0.1521,0.613023005515942,0.814173877214668,1.00887265135699
"159_168A_5","168A","OE","159","OE","159_168A",5,5.0728,0.2037,0.2037,0.00391875,48,0.1618,0.686287905947928,0.832788225674571,0.98740157480315
"74_168A_1","168A","OE","74","CC","74_168A",1,5.2239,0.2364,0.2364,0.00469583333333333,48,0.174,0.738976673126707,0.827441372068603,0.967381974248927
"74_168A_2","168A","OE","74","CC","74_168A",2,5.12215,0.2388,0.2388,0.00481666666666667,48,0.1657,0.718883111232746,0.844413012729844,1.0270990670813
"74_168A_3","168A","OE","74","CC","74_168A",3,5.0989,0.2381,0.2381,0.00480416666666667,48,0.1673,0.698469883974193,0.838675589996478,1.02216312056738
"74_168A_4","168A","OE","74","CC","74_168A",4,5.4207,0.2394,0.2394,0.0046625,48,0.1746,0.751179629308851,0.826943005181347,0.950318471337579
"74_168A_5","168A","OE","74","CC","74_168A",5,7.29285,0.2565,0.2565,0.004325,24,0.0673,0.902011106850874,0.880837912087912,0.975105683419446
"168A_168A_1","168A","OE","168A","OE","168A_168A",1,3.21595,0.1339,0.1339,0.00249583333333333,48,0.1014,1,1,1
"168A_168A_2","168A","OE","168A","OE","168A_168A",2,3.10005,0.1311,0.1311,0.00245625,48,0.1005,1,1,1
"168A_168A_3","168A","OE","168A","OE","168A_168A",3,3.4219,0.1366,0.1366,0.00254791666666667,48,0.1167,1,1,1
"168A_168A_4","168A","OE","168A","OE","168A_168A",4,3.2447,0.1266,0.1266,0.00240625,48,0.1103,1,1,1
"168A_168A_5","168A","OE","168A","OE","168A_168A",5,3.318,0.1276,0.1276,0.00241041666666667,48,0.1121,1,1,1
"67_168A_1","168A","OE","67","CC","67_168A",1,6.0666,0.2344,0.2344,0.00413125,48,0.1955,0.970322209160049,0.899808061420346,0.912563276576162
"67_168A_2","168A","OE","67","CC","67_168A",2,5.49675,0.2346,0.2346,0.00445416666666667,48,0.1821,0.916728512937685,0.980359381529461,1.11470281543274
"67_168A_3","168A","OE","67","CC","67_168A",3,6.09225,0.2403,0.2403,0.00420833333333333,48,0.1902,0.996116742969261,0.995443247721624,1.05870020964361
"67_168A_4","168A","OE","67","CC","67_168A",4,6.2008,0.2403,0.2403,0.00417083333333333,48,0.1921,0.955424415648449,0.951306413301662,1.00603015075377
"67_168A_5","168A","OE","67","CC","67_168A",5,6.2858,0.2324,0.2324,0.00390625,48,0.1851,0.96058070678128,0.938231731933791,0.951776649746193
"152B_41_1","41","CC","152B","OA","152B_41",1,7.64795,0.2543,0.2543,0.00438125,24,0.0636,0.930826527755803,0.902733404330848,1.09246753246753
"152B_41_2","41","CC","152B","OA","152B_41",2,7.56505,0.2538,0.2538,0.00457708333333333,24,0.0594,0.886787365854516,0.84375,1.06443798449612
"152B_41_3","41","CC","152B","OA","152B_41",3,7.27395,0.2445,0.2445,0.004475,24,0.0571,0.922457960281026,0.873526259378349,1.05656665027054
"152B_41_4","41","CC","152B","OA","152B_41",4,7.44795,0.2477,0.2477,0.00455208333333333,24,0.059,0.967398151696011,0.887177650429799,1.06429615197272
"152B_41_5","41","CC","152B","OA","152B_41",5,7.7487,0.2591,0.2591,0.00462083333333333,24,0.065,1.00204969707158,0.91716814159292,1.07984420642649
"147A_41_1","41","CC","147A","OC","147A_41",1,6.8784,0.2594,0.2594,0.00440208333333333,48,0.2059,1.18186582358955,1.15237672145713,1.13176218532405
"147A_41_2","41","CC","147A","OC","147A_41",2,7.33075,0.2638,0.2638,0.00434375,24,0.0624,1.283181193604,1.19909090909091,1.13376835236542
"147A_41_3","41","CC","147A","OC","147A_41",3,7.82655,0.2789,0.2789,0.00463333333333333,24,0.0667,1.38523008849558,1.29480037140204,1.24176437744277
"147A_41_4","41","CC","147A","OC","147A_41",4,7.8564,0.2855,0.2855,0.00464583333333333,24,0.0668,1.32665760433641,1.36017151024297,1.2521055586749
"147A_41_5","41","CC","147A","OC","147A_41",5,7.96625,0.2789,0.2789,0.0047125,24,0.0707,1.38191390630827,1.31062030075188,1.29183323814963
"137B_41_1","41","CC","137B","OA","137B_41",1,7.27195,0.2393,0.2393,0.00412291666666667,24,0.062,1.23569644343999,1.08526077097506,1.06684636118598
"137B_41_2","41","CC","137B","OA","137B_41",2,7.05715,0.2328,0.2328,0.00413958333333333,24,0.059,1.17186552975266,1.03466666666667,1.05691489361702
"137B_41_3","41","CC","137B","OA","137B_41",3,7.58085,0.2477,0.2477,0.00434583333333333,24,0.0679,1.27677473684211,1.09553295002211,1.06864754098361
"137B_41_4","41","CC","137B","OA","137B_41",4,7.4204,0.2391,0.2391,0.00431666666666667,24,0.0658,1.22781123833477,1.05145118733509,1.08311552535285
"137B_41_5","41","CC","137B","OA","137B_41",5,7.8302,0.2497,0.2497,0.00436458333333333,24,0.0803,1.2063629010515,1.09661835748792,1.15745856353591
"158_41_1","41","CC","158","OC","158_41",1,6.4289,0.2315,0.2315,0.0038125,24,0.0562,1.14348475685675,1.10553963705826,1.15603284902085
"158_41_2","41","CC","158","OC","158_41",2,6.27335,0.22,0.22,0.00368333333333333,24,0.0589,0.99770189891536,1.03383458646617,1.04306784660767
"158_41_3","41","CC","158","OC","158_41",3,6.43594999999999,0.219,0.219,0.00371666666666667,24,0.0629,1.08887347415259,1.03301886792453,1.09313725490196
"158_41_4","41","CC","158","OC","158_41",4,6.54055,0.229,0.229,0.00378125,24,0.0594,1.05013406547533,1.04949587534372,1.06576629477393
"158_41_5","41","CC","158","OC","158_41",5,6.7167,0.2273,0.2273,0.00382708333333333,24,0.0635,0.973766427696389,1.01882563872703,0.970417326994189
"152A_41_1","41","CC","152A","OA","152A_41",1,7.72525,0.2601,0.2601,0.00435208333333333,24,0.0668,1.29228002676481,1.1368006993007,1.06963645673323
"152A_41_2","41","CC","152A","OA","152A_41",2,7.14225,0.2485,0.2485,0.00424166666666667,24,0.0549,1.12861172343502,1.04280318925724,1.03245436105477
"152A_41_3","41","CC","152A","OA","152A_41",3,7.06575,0.241,0.241,0.00416041666666667,24,0.0588,1.13065567868144,1.05056669572799,0.954132823698041
"152A_41_4","41","CC","152A","OA","152A_41",4,7.2441,0.2499,0.2499,0.004325,24,0.0596,1.09351508015578,1.00361445783133,1.00435413642961
"152A_41_5","41","CC","152A","OA","152A_41",5,7.50575,0.2534,0.2534,0.0043875,24,0.0647,1.15017430946634,1.04194078947368,1.00669216061185
"170C_41_1","41","CC","170C","OC","170C_41",1,6.5168,0.2508,0.2508,0.00413125,48,0.1835,1.26914388096907,1.16868592730662,1.07889009793254
"170C_41_2","41","CC","170C","OC","170C_41",2,7.26535,0.2671,0.2671,0.00415833333333333,48,0.1956,1.2578623429912,1.15727902946274,1.0605738575983
"170C_41_3","41","CC","170C","OC","170C_41",3,6.1387,0.2413,0.2413,0.00406041666666667,48,0.1776,1.33484822127511,1.1969246031746,1.08157602663707
"170C_41_4","41","CC","170C","OC","170C_41",4,6.57545,0.2465,0.2465,0.00398958333333333,48,0.1851,1.28381623647936,1.15673392773346,1.05626034197463
"170C_41_5","41","CC","170C","OC","170C_41",5,5.9144,0.2277,0.2277,0.00385833333333333,48,0.1685,1.25406047241423,1.12112259970458,1.03348214285714
"145B_41_1","41","CC","145B","OA","145B_41",1,5.30765,0.1869,0.1869,0.00314791666666667,24,0.0398,0.837770008444547,0.904646660212972,0.871395617070358
"145B_41_2","41","CC","145B","OA","145B_41",2,5.5449,0.1948,0.1948,0.00326041666666667,24,0.0465,0.799633704916142,0.885454545454546,0.846861471861472
"145B_41_3","41","CC","145B","OA","145B_41",3,5.02845,0.1836,0.1836,0.00304583333333333,48,0.1449,0.840196496152785,0.886100386100386,0.857478005865102
"145B_41_4","41","CC","145B","OA","145B_41",4,5.3528,0.184,0.184,0.00316458333333333,24,0.0457,0.823957699974601,0.865882352941176,0.852413019079686
"145B_41_5","41","CC","145B","OA","145B_41",5,5.33420000000001,0.1892,0.1892,0.0031625,24,0.0446,0.891350845531717,0.939890710382514,0.923357664233576
"157B_41_1","41","CC","157B","OC","157B_41",1,5.9989,0.232,0.232,0.00387291666666667,48,0.1737,1.02116757879327,1.08971348050728,1.12123039806996
"157B_41_2","41","CC","157B","OC","157B_41",2,6.329,0.24,0.24,0.00391666666666667,48,0.1796,1.02784386647287,1.09140518417462,1.06455266138165
"157B_41_3","41","CC","157B","OC","157B_41",3,6.10325,0.2312,0.2312,0.00384791666666667,48,0.1734,1.00405521008127,1.06938020351526,1.09484291641968
"157B_41_4","41","CC","157B","OC","157B_41",4,6.43304999999999,0.2287,0.2287,0.00371666666666667,24,0.0573,1.03391165291182,1.07877358490566,1.04694835680751
"157B_41_5","41","CC","157B","OC","157B_41",5,6.4885,0.2178,0.2178,0.00365833333333333,24,0.0606,1.13211662275574,1.04862782859894,1.08194701170672
"154C_41_1","41","CC","154C","OA","154C_41",1,4.1165,0.1687,0.1687,0.00302708333333333,48,0.1246,0.69810232842098,0.638289822171775,0.555003819709702
"154C_41_2","41","CC","154C","OA","154C_41",2,3.87755,0.1589,0.1589,0.0028625,48,0.1176,0.684287617686246,0.596471471471472,0.511731843575419
"154C_41_3","41","CC","154C","OA","154C_41",3,3.9587,0.1526,0.1526,0.0026125,48,0.1158,0.805670034903481,0.647707979626486,0.511836734693878
"154C_41_4","41","CC","154C","OA","154C_41",4,3.76245,0.1441,0.1441,0.0024125,48,0.1082,0.645625986684055,0.56201248049922,0.457707509881423
"154C_41_5","41","CC","154C","OA","154C_41",5,4.07665,0.1564,0.1564,0.00264375,48,0.1164,0.758785318095522,0.615263571990559,0.492624223602484
"165A_41_1","41","CC","165A","OC","165A_41",1,6.43095,0.2169,0.2169,0.0035375,24,0.0617,0.897995517667512,0.955506607929515,0.873007712082262
"165A_41_2","41","CC","165A","OC","165A_41",2,6.3508,0.2098,0.2098,0.003525,24,0.0608,0.915952145726215,0.963269054178145,0.907725321888412
"165A_41_3","41","CC","165A","OC","165A_41",3,6.3538,0.2077,0.2077,0.00346875,24,0.0649,0.936323847978897,0.976033834586466,0.910831509846827
"165A_41_4","41","CC","165A","OC","165A_41",4,6.34655,0.2063,0.2063,0.00350625,24,0.062,0.951271424610103,0.96311858076564,0.958428246013668
"165A_41_5","41","CC","165A","OC","165A_41",5,5.7582,0.1778,0.1778,0.00336458333333333,24,0.0513,0.887344454289788,0.847877920839294,0.905776780706674
"144A_41_1","41","CC","144A","OA","144A_41",1,6.45895,0.2312,0.2312,0.00403541666666667,24,0.0484,0.814156782171354,0.843487778183145,0.868220528910802
"144A_41_2","41","CC","144A","OA","144A_41",2,6.145,0.2124,0.2124,0.00375208333333333,24,0.0459,0.758609195898943,0.786666666666667,0.820501138952164
"144A_41_3","41","CC","144A","OA","144A_41",3,5.96165,0.2018,0.2018,0.00365625,24,0.0456,0.751476381054423,0.790442616529573,0.822014051522248
"144A_41_4","41","CC","144A","OA","144A_41",4,5.91,0.2021,0.2021,0.00354583333333333,24,0.0472,0.727169820606836,0.751580513201934,0.792364990689013
"144A_41_5","41","CC","144A","OA","144A_41",5,6.4776,0.2129,0.2129,0.00380208333333333,24,0.0589,0.807137338948838,0.812595419847328,0.86166194523135
"122A_41_1","41","CC","122A","OC","122A_41",1,6.46425,0.2288,0.2288,0.00361458333333333,24,0.0628,1.02187040579206,1.03295711060948,0.997126436781609
"122A_41_2","41","CC","122A","OC","122A_41",2,6.30315,0.2266,0.2266,0.00361041666666667,24,0.0584,0.990516225347686,0.998237885462555,0.985779294653015
"122A_41_3","41","CC","122A","OC","122A_41",3,6.27635,0.2145,0.2145,0.00358541666666667,24,0.0622,0.957337116098871,0.9692724807953,0.985117344018317
"122A_41_4","41","CC","122A","OC","122A_41",4,6.35295,0.2074,0.2074,0.00354791666666667,24,0.069,1.00876503513159,0.915673289183223,0.980426021876799
"122A_41_5","41","CC","122A","OC","122A_41",5,6.3975,0.1937,0.1937,0.00372708333333333,24,0.0667,1.00857624820671,0.83383555746879,1.00280269058296
"149A_41_1","41","CC","149A","OE","149A_41",1,7.6339,0.2595,0.2595,0.00432708333333333,24,0.0791,1.18613413715147,1.15282096845846,1.19094036697248
"149A_41_2","41","CC","149A","OE","149A_41",2,7.3007,0.2465,0.2465,0.00425625,24,0.0725,1.16437667961181,1.08781994704325,1.16676185037122
"149A_41_3","41","CC","149A","OE","149A_41",3,6.5452,0.2266,0.2266,0.0037875,24,0.0602,1.01077925687988,0.975043029259897,1.02020202020202
"149A_41_4","41","CC","149A","OE","149A_41",4,6.0793,0.2183,0.2183,0.00369791666666667,24,0.0465,0.981830808488647,0.942166594734571,0.964673913043479
"149A_41_5","41","CC","149A","OE","149A_41",5,6.76799999999999,0.2327,0.2327,0.00384583333333333,24,0.066,1.15605356654823,1.14124570868073,1.13739987677141
"41_41_1","41","CC","41","CC","41_41",1,6.2237,0.2246,0.2246,0.00351875,24,0.0569,1,1,1
"41_41_2","41","CC","41","CC","41_41",2,6.1765,0.2248,0.2248,0.00350625,24,0.0587,1,1,1
"41_41_3","41","CC","41","CC","41_41",3,6.72695,0.242,0.242,0.00380625,24,0.0642,1,1,1
"41_41_4","41","CC","41","CC","41_41",4,7.1464,0.2597,0.2597,0.00397916666666667,24,0.072,1,1,1
"41_41_5","41","CC","41","CC","41_41",5,6.5336,0.2387,0.2387,0.00355416666666667,48,0.1689,1,1,1
"126B_41_1","41","CC","126B","OC","126B_41",1,4.74235,0.1778,0.1778,0.00320208333333333,48,0.1484,0.678045223508217,0.73259167696745,0.802610966057441
"126B_41_2","41","CC","126B","OC","126B_41",2,4.45535,0.1789,0.1789,0.00334583333333333,48,0.1396,0.750109434978787,0.741400745959387,0.751520823584464
"126B_41_3","41","CC","126B","OC","126B_41",3,4.69175,0.1809,0.1809,0.00326666666666667,48,0.1466,0.818811682475414,0.766525423728813,0.748448687350835
"126B_41_4","41","CC","126B","OC","126B_41",4,4.4415,0.1742,0.1742,0.003225,48,0.142,0.756238134561521,0.725833333333333,0.736441484300666
"126B_41_5","41","CC","126B","OC","126B_41",5,5.1946,0.1886,0.1886,0.00329166666666667,24,0.0332,0.883082441541221,0.795780590717299,0.764762826718296
"53_41_1","41","CC","53","CC","53_41",1,6.73895,0.2528,0.2528,0.0042125,48,0.1947,0.945101256591495,1.02597402597403,1.00497017892644
"53_41_2","41","CC","53","CC","53_41",2,6.7889,0.2491,0.2491,0.00402083333333333,24,0.0582,0.961389496640258,1.02173913043478,0.986203372508942
"53_41_3","41","CC","53","CC","53_41",3,6.63585,0.2455,0.2455,0.00400625,48,0.1889,0.94835113794705,1.02978187919463,0.993798449612403
"53_41_4","41","CC","53","CC","53_41",4,7.39005,0.2658,0.2658,0.004275,24,0.0639,0.979223119579692,1.02744491689215,0.975285171102662
"53_41_5","41","CC","53","CC","53_41",5,7.9558,0.2758,0.2758,0.0046125,24,0.0754,1.06716923427744,1.07440592130892,1.05579399141631
"135B_41_1","41","CC","135B","OE","135B_41",1,5.5363,0.2449,0.2449,0.00475208333333333,48,0.1752,0.956587848053148,1.01999167013744,1.089823220258
"135B_41_2","41","CC","135B","OE","135B_41",2,5.431,0.2393,0.2393,0.0046625,48,0.1703,0.907253349370218,0.982751540041068,1.06673021925643
"135B_41_3","41","CC","135B","OE","135B_41",3,5.1477,0.2295,0.2295,0.00449791666666667,48,0.1632,0.853568349141076,0.930279691933523,1.01409112259277
"135B_41_4","41","CC","135B","OE","135B_41",4,5.3756,0.2371,0.2371,0.00453125,48,0.1726,0.821800114656985,0.915797605252993,1
"135B_41_5","41","CC","135B","OE","135B_41",5,5.45775,0.2339,0.2339,0.00438958333333333,48,0.1711,0.938822375890185,0.968931234465617,0.994336951392166
"57_41_1","41","CC","57","CC","57_41",1,5.5106,0.2362,0.2362,0.00428333333333333,48,0.1702,0.966644739727229,1.02517361111111,1.07419017763845
"57_41_2","41","CC","57","CC","57_41",2,6.03185,0.2412,0.2412,0.00410416666666667,48,0.1721,1.57475165454854,1.3489932885906,1.22284295468653
"57_41_3","41","CC","57","CC","57_41",3,5.61745,0.2292,0.2292,0.00405416666666667,48,0.1657,0.991475091558929,1.03992740471869,1.07931225734886
"57_41_4","41","CC","57","CC","57_41",4,5.8357,0.2364,0.2364,0.00418125,48,0.1705,0.985269164858728,1.01155327342747,1.02397959183673
"57_41_5","41","CC","57","CC","57_41",5,5.98395,0.245,0.245,0.00429583333333333,48,0.1729,0.869785458879619,0.96608832807571,1.03618090452261
"135A_41_1","41","CC","135A","OE","135A_41",1,5.79835,0.2103,0.2103,0.00356458333333333,48,0.1699,0.985661345980586,1.07077393075356,1.07138384470883
"135A_41_2","41","CC","135A","OE","135A_41",2,5.93595,0.2089,0.2089,0.00348541666666667,24,0.0462,1.02997466685175,1.04554554554555,1.10941644562334
"135A_41_3","41","CC","135A","OE","135A_41",3,5.66645,0.2131,0.2131,0.003625,48,0.1666,0.997430052543103,1.10072314049587,1.17886178861789
"135A_41_4","41","CC","135A","OE","135A_41",4,5.40425,0.2032,0.2032,0.0034625,48,0.1609,1.00988535603166,0.968080038113387,0.967403958090803
"135A_41_5","41","CC","135A","OE","135A_41",5,5.64625,0.1999,0.1999,0.0032625,24,0.0495,0.969704515984989,0.962909441233141,1.03777335984095
"77_41_1","41","CC","77","CC","77_41",1,6.2984,0.2517,0.2517,0.0042875,48,0.1835,0.849562296828845,0.952687358062074,0.994683421942968
"77_41_2","41","CC","77","CC","77_41",2,6.3526,0.2511,0.2511,0.00424791666666667,48,0.1822,0.842508720043502,0.949338374291115,0.972341440152599
"77_41_3","41","CC","77","CC","77_41",3,6.5344,0.2535,0.2535,0.004275,48,0.1879,0.882883856671891,0.966082317073171,0.995633187772926
"77_41_4","41","CC","77","CC","77_41",4,6.49075,0.2445,0.2445,0.00406666666666667,48,0.1858,0.854327081276736,0.90790939472707,0.908329455560726
"77_41_5","41","CC","77","CC","77_41",5,6.50125,0.2441,0.2441,0.00417083333333333,48,0.191,0.741893518809091,0.886025408348457,0.913738019169329
"159_41_1","41","CC","159","OE","159_41",1,6.9093,0.2498,0.2498,0.00422708333333333,24,0.0525,0.94773877618205,1.05002101723413,1.02786220871327
"159_41_2","41","CC","159","OE","159_41",2,6.25965,0.243,0.243,0.00422708333333333,48,0.1818,0.836980284402014,0.983805668016194,1.05897703549061
"159_41_3","41","CC","159","OE","159_41",3,6.202,0.2421,0.2421,0.00433541666666667,48,0.1834,0.820788364444856,0.958053027305105,1.09009952854898
"159_41_4","41","CC","159","OE","159_41",4,6.1925,0.2317,0.2317,0.00391041666666667,48,0.1756,0.83310910803175,0.954676555418212,0.97964509394572
"159_41_5","41","CC","159","OE","159_41",5,6.1406,0.2281,0.2281,0.00378125,48,0.172,0.830748209127867,0.932542927228128,0.952755905511811
"74_41_1","41","CC","74","CC","74_41",1,6.3039,0.2588,0.2588,0.0045125,48,0.1852,0.891754254431258,0.905845292264613,0.929613733905579
"74_41_2","41","CC","74","CC","74_41",2,6.43485,0.2664,0.2664,0.00466666666666667,48,0.1863,0.903117829098335,0.942008486562942,0.99511328298534
"74_41_3","41","CC","74","CC","74_41",3,6.58255,0.275,0.275,0.0048875,48,0.1925,0.901706825933892,0.968650933427263,1.03989361702128
"74_41_4","41","CC","74","CC","74_41",4,6.6324,0.2597,0.2597,0.00445833333333333,48,0.1909,0.919092326346786,0.89706390328152,0.908704883227176
"74_41_5","41","CC","74","CC","74_41",5,6.98015,0.2444,0.2444,0.0041125,24,0.0567,0.863335023685546,0.839285714285714,0.927195866604039
"168A_41_1","41","CC","168A","OE","168A_41",1,5.20125,0.1832,0.1832,0.00306458333333333,24,0.0448,1.61732924952191,1.36818521284541,1.22787979966611
"168A_41_2","41","CC","168A","OE","168A_41",2,5.0569,0.1785,0.1785,0.00315208333333333,24,0.0387,1.63123175432654,1.36155606407323,1.2832909245123
"168A_41_3","41","CC","168A","OE","168A_41",3,5.3687,0.1884,0.1884,0.00319166666666667,24,0.0446,1.56892369736111,1.3792093704246,1.25265739983647
"168A_41_4","41","CC","168A","OE","168A_41",4,4.88375,0.1743,0.1743,0.00295416666666667,24,0.0381,1.50514685487102,1.37677725118483,1.22770562770563
"168A_41_5","41","CC","168A","OE","168A_41",5,5.1936,0.1788,0.1788,0.00289375,24,0.0491,1.56528028933092,1.4012539184953,1.20051858254105
"67_41_1","41","CC","67","CC","67_41",1,6.78725,0.2355,0.2355,0.00394791666666667,24,0.0642,1.08558655822397,0.904030710172745,0.87206626783249
"67_41_2","41","CC","67","CC","67_41",2,6.9295,0.2451,0.2451,0.00404583333333333,24,0.0638,1.15567748767939,1.02423735896364,1.01251303441084
"67_41_3","41","CC","67","CC","67_41",3,6.8358,0.2444,0.2444,0.00400833333333333,24,0.064,1.11769130150425,1.01242750621375,1.0083857442348
"67_41_4","41","CC","67","CC","67_41",4,6.80275000000001,0.2401,0.2401,0.00396875,24,0.0622,1.04817337175082,0.950514647664291,0.957286432160804
"67_41_5","41","CC","67","CC","67_41",5,6.67870000000001,0.2126,0.2126,0.00391041666666667,24,0.0657,1.02062273161414,0.85829632620105,0.952791878172589
"152B_53_1","53","CC","152B","OA","152B_53",1,6.9403,0.2487,0.2487,0.00428958333333333,24,0.0457,0.844698952083054,0.882854100106496,1.06961038961039
"152B_53_2","53","CC","152B","OA","152B_53",2,7.0996,0.2555,0.2555,0.004275,48,0.2051,0.832226565934226,0.849401595744681,0.994186046511628
"152B_53_3","53","CC","152B","OA","152B_53",3,7.0815,0.2509,0.2509,0.00426666666666667,24,0.052,0.8980520962792,0.896391568417292,1.00737825873094
"152B_53_4","53","CC","152B","OA","152B_53",4,7.06045,0.2542,0.2542,0.0042375,24,0.0521,0.917066612979692,0.910458452722063,0.990745250852411
"152B_53_5","53","CC","152B","OA","152B_53",5,7.37345,0.2557,0.2557,0.00433333333333333,24,0.0593,0.953522957253794,0.905132743362832,1.0126582278481
"147A_53_1","53","CC","147A","OC","147A_53",1,6.557,0.2431,0.2431,0.00410208333333333,48,0.1936,1.12664198146032,1.07996446023989,1.05463310123192
"147A_53_2","53","CC","147A","OC","147A_53",2,6.70275,0.246,0.246,0.00408125,24,0.0506,1.17325549847277,1.11818181818182,1.0652528548124
"147A_53_3","53","CC","147A","OC","147A_53",3,7.29455,0.2574,0.2574,0.00423541666666667,24,0.0672,1.29107079646018,1.1949860724234,1.13512004466778
"147A_53_4","53","CC","147A","OC","147A_53",4,6.5927,0.2515,0.2515,0.004375,48,0.2005,1.11326505627369,1.19818961410195,1.17911285794498
"147A_53_5","53","CC","147A","OC","147A_53",5,6.72995,0.268,0.268,0.00467916666666667,48,0.1999,1.16745162325553,1.2593984962406,1.28269560251285
"137B_53_1","53","CC","137B","OA","137B_53",1,6.6637,0.2306,0.2306,0.00396041666666667,24,0.0509,1.13233869734405,1.04580498866213,1.02479784366577
"137B_53_2","53","CC","137B","OA","137B_53",2,6.97805,0.2333,0.2333,0.0039625,24,0.0591,1.15873068588461,1.03688888888889,1.01170212765957
"137B_53_3","53","CC","137B","OA","137B_53",3,7.1931,0.2369,0.2369,0.00405833333333333,24,0.0652,1.21146947368421,1.04776647501106,0.997950819672131
"137B_53_4","53","CC","137B","OA","137B_53",4,6.7226,0.2219,0.2219,0.0039375,24,0.054,1.11235025481501,0.975813544415127,0.987976999477261
"137B_53_5","53","CC","137B","OA","137B_53",5,6.72985,0.2224,0.2224,0.0039125,24,0.0565,1.03683703732234,0.976723759332455,1.03756906077348
"158_53_1","53","CC","158","OC","158_53",1,5.05235,0.2046,0.2046,0.00371041666666667,48,0.1556,0.898642880011383,0.977077363896848,1.12507896399242
"158_53_2","53","CC","158","OC","158_53",2,4.8534,0.2023,0.2023,0.0036875,48,0.1481,0.771875695791851,0.950657894736842,1.04424778761062
"158_53_3","53","CC","158","OC","158_53",3,4.5599,0.1962,0.1962,0.00376041666666667,48,0.1433,0.771471834738988,0.925471698113208,1.10600490196078
"158_53_4","53","CC","158","OC","158_53",4,5.43175,0.2183,0.2183,0.0039375,48,0.1682,0.872107958833069,1.00045829514207,1.10980622431004
"158_53_5","53","CC","158","OC","158_53",5,5.78835,0.2347,0.2347,0.00413125,48,0.1703,0.839177111045066,1.05199462124608,1.04754358161648
"152A_53_1","53","CC","152A","OA","152A_53",1,6.5863,0.2346,0.2346,0.00407708333333333,24,0.0425,1.10175644028103,1.02534965034965,1.00204813108039
"152A_53_2","53","CC","152A","OA","152A_53",2,6.68675,0.2419,0.2419,0.0041625,48,0.1942,1.05663403572811,1.01510700797314,1.0131845841785
"152A_53_3","53","CC","152A","OA","152A_53",3,6.49125000000001,0.2391,0.2391,0.0042,48,0.1938,1.03872464695764,1.04228421970357,0.963210702341137
"152A_53_4","53","CC","152A","OA","152A_53",4,6.4984,0.239,0.239,0.00421875,48,0.1943,0.980949793195061,0.959839357429719,0.979680696661829
"152A_53_5","53","CC","152A","OA","152A_53",5,6.7348,0.2451,0.2451,0.00419791666666667,48,0.1966,1.03203463203463,1.0078125,0.963193116634799
"170C_53_1","53","CC","170C","OC","170C_53",1,5.0724,0.2319,0.2319,0.004475,48,0.1623,0.987847627950456,1.08061509785648,1.16866158868335
"170C_53_2","53","CC","170C","OC","170C_53",2,5.34505,0.2266,0.2266,0.00411041666666667,48,0.1626,0.925397553649183,0.981802426343154,1.04835281615303
"170C_53_3","53","CC","170C","OC","170C_53",3,4.77625,0.2163,0.2163,0.00418541666666667,48,0.1507,1.03858615290945,1.07291666666667,1.11487236403996
"170C_53_4","53","CC","170C","OC","170C_53",4,5.41915,0.2315,0.2315,0.00428958333333333,48,0.1643,1.0580557616463,1.08634443923041,1.13568670711528
"170C_53_5","53","CC","170C","OC","170C_53",5,5.686,0.2322,0.2322,0.00419166666666667,48,0.1654,1.20563165260167,1.14327917282127,1.12276785714286
"145B_53_1","53","CC","145B","OA","145B_53",1,4.3543,0.1638,0.1638,0.00289375,48,0.1309,0.687291352626885,0.792836398838335,0.801038062283737
"145B_53_2","53","CC","145B","OA","145B_53",2,4.6173,0.1771,0.1771,0.00319166666666667,48,0.1385,0.665863893976321,0.805,0.829004329004329
"145B_53_3","53","CC","145B","OA","145B_53",3,4.4257,0.1715,0.1715,0.003125,48,0.1361,0.739483863421806,0.827702702702703,0.879765395894428
"145B_53_4","53","CC","145B","OA","145B_53",4,5.3384,0.1901,0.1901,0.003075,24,0.0426,0.821741104757214,0.894588235294118,0.828282828282828
"145B_53_5","53","CC","145B","OA","145B_53",5,4.9239,0.1805,0.1805,0.00312708333333333,48,0.148,0.822789252055344,0.896671634376552,0.91301703163017
"157B_53_1","53","CC","157B","OC","157B_53",1,5.2788,0.2139,0.2139,0.00390625,48,0.165,0.898587976951426,1.00469704086426,1.13088057901086
